sensor_id,name,device_id,unit,irregular,cumulative,energy_type,source_type,protected,created_at
2545,2085,301,kWh,True,False,electricity,,False,2026-05-05 09:16:25.867000
2546,2086,301,kWh,True,True,electricity,,False,2026-05-05 09:16:25.933000
2547,2089,301,kWh,True,True,electricity,,False,2026-05-05 09:16:26
2548,2095,301,kWh,True,True,electricity,,False,2026-05-05 09:16:26.067000
2549,2098,301,kWh,True,False,electricity,,False,2026-05-05 09:16:26.137000
2550,2099,301,kWh,True,True,electricity,,False,2026-05-05 09:16:26.203000
2551,2100,301,kWh,True,False,electricity,,False,2026-05-05 09:16:26.270000
2552,2102,301,kWh,True,True,electricity,,False,2026-05-05 09:16:26.337000
2553,2104,301,kWh,True,True,electricity,,False,2026-05-05 09:16:26.403000
2554,2105,301,kWh,True,True,electricity,,False,2026-05-05 09:16:26.470000
2555,2106,301,kWh,True,True,electricity,,False,2026-05-05 09:16:26.540000
2556,2107,301,kWh,True,True,electricity,,False,2026-05-05 09:16:26.607000
2557,2108,301,kWh,True,True,electricity,,False,2026-05-05 09:16:26.673000
2558,2109,301,kWh,True,True,electricity,,False,2026-05-05 09:16:26.740000
2559,2110,301,kWh,True,True,electricity,,False,2026-05-05 09:16:26.807000
2560,2111,301,kWh,True,False,electricity,,False,2026-05-05 09:16:26.873000
2561,2112,301,kWh,True,True,electricity,,False,2026-05-05 09:16:26.940000
2562,2113,301,kWh,True,True,electricity,,False,2026-05-05 09:16:27.007000
2563,2114,301,kWh,True,True,electricity,,False,2026-05-05 09:16:27.073000
2564,2115,301,kWh,True,True,electricity,,False,2026-05-05 09:16:27.140000
2565,2116,301,kWh,True,False,electricity,,False,2026-05-05 09:16:27.210000
2566,2117,301,kWh,True,True,electricity,,False,2026-05-05 09:16:27.277000
2567,2118,301,kWh,True,False,electricity,,False,2026-05-05 09:16:27.343000
2568,2119,301,kWh,True,True,electricity,,False,2026-05-05 09:16:27.410000
2569,2120,301,kWh,True,True,electricity,,False,2026-05-05 09:16:27.477000
2570,2121,301,kWh,True,True,electricity,,False,2026-05-05 09:16:27.543000
2571,2122,301,kWh,True,True,electricity,,False,2026-05-05 09:16:27.610000
2572,2123,301,kWh,True,False,electricity,,False,2026-05-05 09:16:27.680000
2573,2124,301,kWh,True,True,electricity,,False,2026-05-05 09:16:27.747000
2574,2125,301,kWh,True,True,electricity,,False,2026-05-05 09:16:27.813000
2575,2126,301,kWh,True,True,electricity,,False,2026-05-05 09:16:27.880000
2576,2127,301,kWh,True,True,electricity,,False,2026-05-05 09:16:27.947000
2577,2128,301,kWh,True,True,electricity,,False,2026-05-05 09:16:28.013000
2578,2129,301,kWh,True,True,electricity,,False,2026-05-05 09:16:28.080000
2579,2130,301,kWh,True,False,electricity,,False,2026-05-05 09:16:28.147000
2580,2131,301,kWh,True,False,electricity,,False,2026-05-05 09:16:28.213000
2581,2132,301,kWh,True,True,electricity,,False,2026-05-05 09:16:28.280000
2582,2134,301,kWh,True,True,electricity,,False,2026-05-05 09:16:28.350000
2583,2135,301,kWh,True,True,electricity,,False,2026-05-05 09:16:28.417000
2584,2136,301,kWh,True,False,electricity,,False,2026-05-05 09:16:28.483000
2585,2137,301,kWh,True,False,electricity,,False,2026-05-05 09:16:28.550000
2586,2138,301,kWh,True,False,electricity,,False,2026-05-05 09:16:28.617000
2587,2139,301,kWh,True,True,electricity,,False,2026-05-05 09:16:28.687000
2588,2140,301,kWh,True,False,electricity,,False,2026-05-05 09:16:28.753000
2589,2141,301,kWh,True,True,electricity,,False,2026-05-05 09:16:28.820000
2590,2142,301,kWh,True,True,electricity,,False,2026-05-05 09:16:28.890000
2591,2143,301,kWh,True,True,electricity,,False,2026-05-05 09:16:28.957000
2592,2144,301,kWh,True,True,electricity,,False,2026-05-05 09:16:29.023000
2593,2145,301,kWh,True,True,electricity,,False,2026-05-05 09:16:29.140000
2594,2146,301,kWh,True,True,electricity,,False,2026-05-05 09:16:29.207000
2595,2147,301,kWh,True,True,electricity,,False,2026-05-05 09:16:29.273000
2596,2148,301,kWh,True,True,electricity,,False,2026-05-05 09:16:29.347000
2597,2149,301,kWh,True,False,electricity,,False,2026-05-05 09:16:29.413000
2598,2150,301,kWh,True,True,electricity,,False,2026-05-05 09:16:29.483000
2599,2151,301,kWh,True,True,electricity,,False,2026-05-05 09:16:32.287000
2600,2152,301,kWh,True,True,electricity,,False,2026-05-05 09:16:32.347000
2601,2153,301,kWh,True,True,electricity,,False,2026-05-05 09:16:32.397000
2602,2154,301,kWh,True,True,electricity,,False,2026-05-05 09:16:32.443000
2603,2155,301,kWh,True,True,electricity,,False,2026-05-05 09:16:32.493000
2604,2156,301,kWh,True,True,electricity,,False,2026-05-05 09:16:32.547000
2605,2158,301,kWh,True,True,electricity,,False,2026-05-05 09:16:32.597000
2606,2159,301,kWh,True,False,electricity,,False,2026-05-05 09:16:32.647000
2607,2161,301,kWh,True,False,electricity,,False,2026-05-05 09:16:32.697000
2608,2162,301,kWh,True,True,electricity,,False,2026-05-05 09:16:32.747000
2609,2163,301,kWh,True,True,electricity,,False,2026-05-05 09:16:32.797000
2610,2166,301,kWh,True,True,electricity,,False,2026-05-05 09:16:32.847000
2611,2167,301,kWh,True,False,electricity,,False,2026-05-05 09:16:32.897000
2612,2168,301,kWh,True,True,electricity,,False,2026-05-05 09:16:32.947000
2613,2169,301,kWh,True,True,electricity,,False,2026-05-05 09:16:32.997000
2614,2170,301,kWh,True,True,electricity,,False,2026-05-05 09:16:33.047000
2615,2171,301,kWh,True,True,electricity,,False,2026-05-05 09:16:33.097000
2616,2172,301,kWh,True,True,electricity,,False,2026-05-05 09:16:33.147000
2617,2174,301,kWh,True,True,electricity,,False,2026-05-05 09:16:33.197000
2618,2175,301,kWh,True,True,electricity,,False,2026-05-05 09:16:33.247000
2619,2176,301,kWh,True,True,electricity,,False,2026-05-05 09:16:33.297000
2620,2177,301,kWh,True,True,electricity,,False,2026-05-05 09:16:33.350000
2621,2178,301,kWh,True,False,electricity,,False,2026-05-05 09:16:33.400000
2622,2179,301,kWh,True,True,electricity,,False,2026-05-05 09:16:33.457000
2623,2180,301,kWh,True,True,electricity,,False,2026-05-05 09:16:33.510000
2624,2181,301,kWh,True,True,electricity,,False,2026-05-05 09:16:33.560000
2625,2182,301,kWh,True,True,electricity,,False,2026-05-05 09:16:33.610000
2626,2183,301,kWh,True,True,electricity,,False,2026-05-05 09:16:33.663000
2627,2184,301,kWh,True,True,electricity,,False,2026-05-05 09:16:33.713000
2628,2185,301,kWh,True,True,electricity,,False,2026-05-05 09:16:33.763000
2629,2186,301,kWh,True,True,electricity,,False,2026-05-05 09:16:33.817000
2630,2187,301,kWh,True,True,cold,,False,2026-05-05 09:16:33.867000
2631,2188,301,kW,True,False,cold,,False,2026-05-05 09:16:33.920000
2632,2189,301,m³,True,True,cold,,False,2026-05-05 09:16:33.970000
2633,2190,301,l/h,True,False,cold,,False,2026-05-05 09:16:34.020000
2634,2191,301,°C,True,False,cold,,False,2026-05-05 09:16:34.073000
2635,2192,301,°C,True,False,cold,,False,2026-05-05 09:16:34.127000
2636,2193,301,kWh,True,True,heating,,False,2026-05-05 09:16:34.180000
2637,2194,301,kW,True,False,heating,,False,2026-05-05 09:16:34.233000
2638,2195,301,m³,True,True,heating,,False,2026-05-05 09:16:34.283000
2639,2196,301,l/h,True,False,heating,,False,2026-05-05 09:16:34.337000
2640,2197,301,°C,True,False,heating,,False,2026-05-05 09:16:34.387000
2641,2198,301,°C,True,False,heating,,False,2026-05-05 09:16:34.437000
2642,2199,301,°C,True,False,heating,,False,2026-05-05 09:16:34.487000
2643,2200,301,m³,True,False,water,,False,2026-05-05 09:16:34.537000
2644,2202,301,m³,True,False,water,,False,2026-05-05 09:16:34.590000
2645,2204,301,kWh,True,True,electricity,,False,2026-05-05 09:16:34.640000
2646,2205,301,kWh,True,True,electricity,,False,2026-05-05 09:16:34.690000
2647,2206,301,kWh,True,True,electricity,,False,2026-05-05 09:16:34.740000
2648,2207,301,kWh,True,False,,,False,2026-05-05 09:16:34.793000
2649,2213,301,kWh,True,True,electricity,,False,2026-05-05 09:16:34.843000
2650,2215,301,kWh,True,True,heating,,False,2026-05-05 09:16:34.893000
2651,2234,301,kWh,True,True,electricity,,False,2026-05-05 09:16:34.947000
2652,2236,301,kWh,True,True,electricity,,False,2026-05-05 09:16:34.997000
2653,2237,301,kW,True,False,,,False,2026-05-05 09:16:35.047000
2654,2239,301,kW,True,False,heating,,False,2026-05-05 09:16:35.117000
2655,2240,301,m³,True,True,heating,,False,2026-05-05 09:16:35.170000
2656,2241,301,kg/h,True,False,heating,,False,2026-05-05 09:16:35.220000
2657,2242,301,°C,True,False,heating,,False,2026-05-05 09:16:35.270000
2658,2243,301,°C,True,False,heating,,False,2026-05-05 09:16:35.323000
2659,2244,301,Kelvin,True,False,heating,,False,2026-05-05 09:16:35.373000
2660,2245,301,kWh,True,True,cold,,False,2026-05-05 09:16:35.423000
2661,2246,301,kW,True,False,cold,,False,2026-05-05 09:16:35.473000
2662,2247,301,Kelvin,True,False,cold,,False,2026-05-05 09:16:35.523000
2663,2248,301,kg/h,True,False,cold,,False,2026-05-05 09:16:35.573000
2664,2249,301,°C,True,False,cold,,False,2026-05-05 09:16:35.623000
2665,2250,301,m³,True,True,cold,,False,2026-05-05 09:16:35.677000
2666,2251,301,°C,True,False,cold,,False,2026-05-05 09:16:35.730000
2667,2253,301,kWh,True,False,cold,,False,2026-05-05 09:16:35.780000
2668,2254,301,kWh,True,True,cold,,False,2026-05-05 09:16:35.833000
2669,2255,301,kW,True,False,cold,,False,2026-05-05 09:16:35.880000
2670,2256,301,kWh,True,True,cold,,False,2026-05-05 09:16:35.937000
2671,2257,301,l/h,True,False,cold,,False,2026-05-05 09:16:35.987000
2672,2258,301,°C,True,False,cold,,False,2026-05-05 09:16:36.037000
2673,2259,301,°C,True,False,cold,,False,2026-05-05 09:16:36.090000
2674,2260,301,Kelvin,True,False,cold,,False,2026-05-05 09:16:36.140000
2675,2261,301,kWh,True,False,cold,,False,2026-05-05 09:16:36.190000
2676,2263,301,kWh,True,False,cold,,False,2026-05-05 09:16:36.240000
2677,2265,301,°C,True,False,cold,,False,2026-05-05 09:16:36.290000
2678,2266,301,°C,True,False,cold,,False,2026-05-05 09:16:36.340000
2679,2267,301,Kelvin,True,False,cold,,False,2026-05-05 09:16:36.393000
2680,2268,301,kWh,True,False,cold,,False,2026-05-05 09:16:36.447000
2681,2269,301,m³,True,True,water,,False,2026-05-05 09:16:36.497000
2682,2270,301,m³,True,True,water,,False,2026-05-05 09:16:36.543000
2683,2271,301,m³,True,True,water,,False,2026-05-05 09:16:36.597000
2684,2272,301,m³,True,True,water,,False,2026-05-05 09:16:36.647000
2685,2273,301,m³,True,True,water,,False,2026-05-05 09:16:36.700000
2686,2274,301,kWh,True,True,heating,,False,2026-05-05 09:16:36.750000
2687,2276,301,kWh,True,True,heating,,False,2026-05-05 09:16:36.800000
2688,2278,301,°C,True,False,heating,,False,2026-05-05 09:16:36.850000
2689,2279,301,°C,True,False,heating,,False,2026-05-05 09:16:36.903000
2690,2280,301,Kelvin,True,False,heating,,False,2026-05-05 09:16:36.957000
2691,2281,301,m³,True,True,water,,False,2026-05-05 09:16:37.007000
2692,2282,301,m³,True,True,water,,False,2026-05-05 09:16:37.057000
2693,2283,301,kWh,True,True,water,,False,2026-05-05 09:16:37.107000
2694,2284,301,kWh,True,True,heating,,False,2026-05-05 09:16:37.163000
2695,2286,301,kWh,True,True,heating,,False,2026-05-05 09:16:37.220000
2696,2288,301,°C,True,False,heating,,False,2026-05-05 09:16:37.273000
2697,2289,301,°C,True,False,heating,,False,2026-05-05 09:16:37.323000
2698,2290,301,Kelvin,True,False,heating,,False,2026-05-05 09:16:39.360000
2699,2291,301,kWh,True,True,heating,,False,2026-05-05 09:16:39.440000
2700,2292,301,kW,True,False,heating,,False,2026-05-05 09:16:39.507000
2701,2293,301,kWh,True,True,heating,,False,2026-05-05 09:16:39.573000
2702,2294,301,l/h,True,False,heating,,False,2026-05-05 09:16:39.643000
2703,2295,301,°C,True,False,heating,,False,2026-05-05 09:16:39.713000
2704,2296,301,°C,True,False,heating,,False,2026-05-05 09:16:39.780000
2705,2297,301,Kelvin,True,False,heating,,False,2026-05-05 09:16:39.847000
2706,2298,301,kWh,True,True,heating,,False,2026-05-05 09:16:39.917000
2707,2300,301,kWh,True,True,heating,,False,2026-05-05 09:16:39.987000
2708,2302,301,°C,True,False,heating,,False,2026-05-05 09:16:40.053000
2709,2303,301,°C,True,False,heating,,False,2026-05-05 09:16:40.123000
2710,2304,301,Kelvin,True,False,heating,,False,2026-05-05 09:16:40.190000
2711,2305,301,kWh,True,True,water,,False,2026-05-05 09:16:40.260000
2712,2306,301,kWh,True,True,cold,,False,2026-05-05 09:16:40.327000
2713,2307,301,kWh,True,False,cold,,False,2026-05-05 09:16:40.393000
2714,2308,301,kWh,True,True,cold,,False,2026-05-05 09:16:40.460000
2715,2309,301,l/h,True,False,cold,,False,2026-05-05 09:16:40.527000
2716,2310,301,°C,True,False,cold,,False,2026-05-05 09:16:40.593000
2717,2311,301,°C,True,False,cold,,False,2026-05-05 09:16:40.660000
2718,2312,301,Kelvin,True,False,cold,,False,2026-05-05 09:16:40.730000
2719,2313,301,kWh,True,True,water,,False,2026-05-05 09:16:40.797000
2720,2314,301,kWh,True,True,cold,,False,2026-05-05 09:16:40.890000
2721,2315,301,kWh,True,True,electricity,,False,2026-05-05 09:16:40.957000
2722,2316,301,kWh,True,True,electricity,,False,2026-05-05 09:16:41.023000
2723,2317,301,kWh,True,True,electricity,,False,2026-05-05 09:16:41.093000
2724,2318,301,kWh,True,True,electricity,,False,2026-05-05 09:16:41.160000
2725,2319,301,kWh,True,False,electricity,,False,2026-05-05 09:16:41.230000
2726,2320,301,kWh,True,True,electricity,,False,2026-05-05 09:16:41.297000
2727,2321,301,kWh,True,True,electricity,,False,2026-05-05 09:16:41.363000
2728,2322,301,kWh,True,True,electricity,,False,2026-05-05 09:16:41.430000
2729,2323,301,kWh,True,True,electricity,,False,2026-05-05 09:16:41.500000
2730,2324,301,kWh,True,True,electricity,,False,2026-05-05 09:16:41.563000
2731,2325,301,kWh,True,True,electricity,,False,2026-05-05 09:16:41.633000
2732,2326,301,kWh,True,True,electricity,,False,2026-05-05 09:16:41.700000
2733,2331,301,kWh,True,True,electricity,,False,2026-05-05 09:16:41.767000
2734,2336,301,kWh,True,False,electricity,,False,2026-05-05 09:16:41.833000
2735,2337,301,kWh,True,False,electricity,,False,2026-05-05 09:16:41.900000
2736,2338,301,kWh,True,True,electricity,,False,2026-05-05 09:16:41.967000
2737,2339,301,kWh,True,True,electricity,,False,2026-05-05 09:16:42.033000
2738,2340,301,kWh,True,True,electricity,,False,2026-05-05 09:16:42.117000
2739,2341,301,kWh,True,True,electricity,,False,2026-05-05 09:16:42.187000
2740,2342,301,kWh,True,True,electricity,,False,2026-05-05 09:16:42.253000
2741,2343,301,kWh,True,True,electricity,,False,2026-05-05 09:16:42.320000
2742,2344,301,kWh,True,True,electricity,,False,2026-05-05 09:16:42.393000
2743,2345,301,kWh,True,True,electricity,,False,2026-05-05 09:16:42.460000
2744,2346,301,kWh,True,True,electricity,,False,2026-05-05 09:16:42.527000
2745,2347,301,kWh,True,True,electricity,,False,2026-05-05 09:16:42.597000
2746,2348,301,kWh,True,True,electricity,,False,2026-05-05 09:16:42.663000
2747,2349,301,kWh,True,True,electricity,,False,2026-05-05 09:16:42.730000
2748,2350,301,kWh,True,True,electricity,,False,2026-05-05 09:16:42.800000
2749,2351,301,kWh,True,True,electricity,,False,2026-05-05 09:16:42.867000
2750,2352,301,kWh,True,True,electricity,,False,2026-05-05 09:16:42.933000
2751,2353,301,kWh,True,True,electricity,,False,2026-05-05 09:16:43
2752,2354,301,kWh,True,True,electricity,,False,2026-05-05 09:16:43.080000
2753,2355,301,kWh,True,True,electricity,,False,2026-05-05 09:16:43.147000
2754,2356,301,kWh,True,True,electricity,,False,2026-05-05 09:16:43.217000
2755,2357,301,kWh,True,True,electricity,,False,2026-05-05 09:16:43.287000
2756,2358,301,kWh,True,True,electricity,,False,2026-05-05 09:16:43.353000
2757,2359,301,kWh,True,True,electricity,,False,2026-05-05 09:16:43.423000
2758,2360,301,kWh,True,True,electricity,,False,2026-05-05 09:16:43.490000
2759,2361,301,kWh,True,True,electricity,,False,2026-05-05 09:16:43.557000
2760,2362,301,kWh,True,True,electricity,,False,2026-05-05 09:16:43.630000
2761,2363,301,kWh,True,True,electricity,,False,2026-05-05 09:16:43.697000
2762,2364,301,kWh,True,True,electricity,,False,2026-05-05 09:16:43.763000
2763,2365,301,kWh,True,True,electricity,,False,2026-05-05 09:16:43.833000
2764,2366,301,kWh,True,True,electricity,,False,2026-05-05 09:16:43.900000
2765,2367,301,kWh,True,True,electricity,,False,2026-05-05 09:16:43.970000
2766,2368,301,kWh,True,True,electricity,,False,2026-05-05 09:16:44.090000
2767,2369,301,kWh,True,True,electricity,,False,2026-05-05 09:16:44.160000
2768,2370,301,kWh,True,True,electricity,,False,2026-05-05 09:16:44.230000
2769,2371,301,kWh,True,False,electricity,,False,2026-05-05 09:16:44.297000
2770,2372,301,kWh,True,True,electricity,,False,2026-05-05 09:16:44.367000
2771,2373,301,kWh,True,False,electricity,,False,2026-05-05 09:16:44.433000
2772,2374,301,kWh,True,True,electricity,,False,2026-05-05 09:16:44.500000
2773,2375,301,kWh,True,True,electricity,,False,2026-05-05 09:16:44.567000
2774,2376,301,kWh,True,True,electricity,,False,2026-05-05 09:16:44.640000
2775,2377,301,kWh,True,True,electricity,,False,2026-05-05 09:16:44.707000
2776,2378,301,kWh,True,True,electricity,,False,2026-05-05 09:16:44.777000
2777,2379,301,kWh,True,True,electricity,,False,2026-05-05 09:16:44.843000
2778,2380,301,kWh,True,True,electricity,,False,2026-05-05 09:16:44.913000
2779,2381,301,kWh,True,True,electricity,,False,2026-05-05 09:16:44.987000
2780,2382,301,kWh,True,True,electricity,,False,2026-05-05 09:16:45.057000
2781,2383,301,kWh,True,True,electricity,,False,2026-05-05 09:16:45.130000
2782,2384,301,kWh,True,False,electricity,,False,2026-05-05 09:16:45.200000
2783,2385,301,kWh,True,False,electricity,,False,2026-05-05 09:16:45.270000
2784,2386,301,kWh,True,True,electricity,,False,2026-05-05 09:16:45.340000
2785,2387,301,kWh,True,True,electricity,,False,2026-05-05 09:16:45.410000
2786,2388,301,kWh,True,True,electricity,,False,2026-05-05 09:16:45.480000
2787,2389,301,kWh,True,True,electricity,,False,2026-05-05 09:16:45.550000
2788,2392,301,m³,True,True,water,,False,2026-05-05 09:16:45.620000
2789,2393,301,kWh,True,True,electricity,,False,2026-05-05 09:16:45.687000
2790,2394,301,kWh,True,True,electricity,,False,2026-05-05 09:16:45.757000
2791,2395,301,kWh,True,True,electricity,,False,2026-05-05 09:16:45.823000
2792,2396,301,kWh,True,True,electricity,,False,2026-05-05 09:16:45.890000
2793,2397,301,kWh,True,True,electricity,,False,2026-05-05 09:16:45.960000
2794,2398,301,kWh,True,False,electricity,,False,2026-05-05 09:16:46.030000
2795,2399,301,kWh,True,False,electricity,,False,2026-05-05 09:16:46.100000
2796,2400,301,kWh,True,True,electricity,,False,2026-05-05 09:16:46.170000
2797,2401,301,kWh,True,True,electricity,,False,2026-05-05 09:16:49.403000
2798,2402,301,kWh,True,True,electricity,,False,2026-05-05 09:16:49.463000
2799,2403,301,kWh,True,False,electricity,,False,2026-05-05 09:16:49.520000
2800,2404,301,kWh,True,True,electricity,,False,2026-05-05 09:16:49.570000
2801,2405,301,kWh,True,True,electricity,,False,2026-05-05 09:16:49.620000
2802,2406,301,kWh,True,True,electricity,,False,2026-05-05 09:16:49.673000
2803,2407,301,kWh,True,False,electricity,,False,2026-05-05 09:16:49.723000
2804,2408,301,kWh,True,True,electricity,,False,2026-05-05 09:16:49.770000
2805,2409,301,kWh,True,True,electricity,,False,2026-05-05 09:16:49.820000
2806,2410,301,kWh,True,True,electricity,,False,2026-05-05 09:16:49.873000
2807,2411,301,kWh,True,True,electricity,,False,2026-05-05 09:16:49.927000
2808,2412,301,kWh,True,True,electricity,,False,2026-05-05 09:16:49.980000
2809,2413,301,kWh,True,True,electricity,,False,2026-05-05 09:16:50.027000
2810,2414,301,kWh,True,True,electricity,,False,2026-05-05 09:16:50.080000
2811,2415,301,kWh,True,True,electricity,,False,2026-05-05 09:16:50.130000
2812,2416,301,kWh,True,True,electricity,,False,2026-05-05 09:16:50.180000
2813,2417,301,kWh,True,True,electricity,,False,2026-05-05 09:16:50.233000
2814,2418,301,kWh,True,True,electricity,,False,2026-05-05 09:16:50.283000
2815,2419,301,kWh,True,True,electricity,,False,2026-05-05 09:16:50.333000
2816,2420,301,kWh,True,True,electricity,,False,2026-05-05 09:16:50.387000
2817,2421,301,kWh,True,True,electricity,,False,2026-05-05 09:16:50.437000
2818,2422,301,kWh,True,True,electricity,,False,2026-05-05 09:16:50.490000
2819,2423,301,kWh,True,True,electricity,,False,2026-05-05 09:16:50.540000
2820,2424,301,kWh,True,True,electricity,,False,2026-05-05 09:16:50.590000
2821,2425,301,kWh,True,True,electricity,,False,2026-05-05 09:16:50.643000
2822,2426,301,kWh,True,True,electricity,,False,2026-05-05 09:16:50.690000
2823,2427,301,kWh,True,True,electricity,,False,2026-05-05 09:16:50.740000
2824,2428,301,kWh,True,True,electricity,,False,2026-05-05 09:16:50.790000
2825,2429,301,kWh,True,True,electricity,,False,2026-05-05 09:16:50.840000
2826,2430,301,kWh,True,True,electricity,,False,2026-05-05 09:16:50.890000
2827,2431,301,kWh,True,True,electricity,,False,2026-05-05 09:16:50.940000
2828,2432,301,kWh,True,True,electricity,,False,2026-05-05 09:16:50.990000
2829,2433,301,kWh,True,True,electricity,,False,2026-05-05 09:16:51.040000
2830,2434,301,kWh,True,True,electricity,,False,2026-05-05 09:16:51.093000
2831,2435,301,kWh,True,True,electricity,,False,2026-05-05 09:16:51.143000
2832,2436,301,kWh,True,True,electricity,,False,2026-05-05 09:16:51.193000
2833,2437,301,kWh,True,True,electricity,,False,2026-05-05 09:16:51.243000
2834,2438,301,kWh,True,True,electricity,,False,2026-05-05 09:16:51.293000
2835,2439,301,kWh,True,True,electricity,,False,2026-05-05 09:16:51.347000
2836,2440,301,kWh,True,True,electricity,,False,2026-05-05 09:16:51.403000
2837,2441,301,kWh,True,True,electricity,,False,2026-05-05 09:16:51.453000
2838,2442,301,kWh,True,True,electricity,,False,2026-05-05 09:16:51.510000
2839,2443,301,kWh,True,True,electricity,,False,2026-05-05 09:16:51.557000
2840,2444,301,kWh,True,True,electricity,,False,2026-05-05 09:16:51.610000
2841,2445,301,kWh,True,True,electricity,,False,2026-05-05 09:16:51.660000
2842,2446,301,kWh,True,True,electricity,,False,2026-05-05 09:16:51.710000
2843,2447,301,kWh,True,True,electricity,,False,2026-05-05 09:16:51.763000
2844,2448,301,kWh,True,True,electricity,,False,2026-05-05 09:16:51.813000
2845,2449,301,kWh,True,True,electricity,,False,2026-05-05 09:16:51.863000
2846,2450,301,kWh,True,True,electricity,,False,2026-05-05 09:16:51.913000
2847,2451,301,kWh,True,True,electricity,,False,2026-05-05 09:16:51.963000
2848,2452,301,kWh,True,True,electricity,,False,2026-05-05 09:16:52.017000
2849,2453,301,kWh,True,True,electricity,,False,2026-05-05 09:16:52.070000
2850,2454,301,kWh,True,True,electricity,,False,2026-05-05 09:16:52.120000
2851,2455,301,kWh,True,True,electricity,,False,2026-05-05 09:16:52.173000
2852,2456,301,kWh,True,True,electricity,,False,2026-05-05 09:16:52.227000
2853,2457,301,kWh,True,True,electricity,,False,2026-05-05 09:16:52.277000
2854,2458,301,kWh,True,True,electricity,,False,2026-05-05 09:16:52.327000
2855,2459,301,kWh,True,True,electricity,,False,2026-05-05 09:16:52.377000
2856,2460,301,kWh,True,True,electricity,,False,2026-05-05 09:16:52.427000
2857,2462,301,kWh,True,True,electricity,,False,2026-05-05 09:16:52.477000
2858,2463,301,kWh,True,True,electricity,,False,2026-05-05 09:16:52.527000
2859,2464,301,kWh,True,True,electricity,,False,2026-05-05 09:16:52.577000
2860,2465,301,kWh,True,True,electricity,,False,2026-05-05 09:16:52.630000
2861,2466,301,kWh,True,True,electricity,,False,2026-05-05 09:16:52.680000
2862,2467,301,kWh,True,True,electricity,,False,2026-05-05 09:16:52.730000
2863,2468,301,kWh,True,True,electricity,,False,2026-05-05 09:16:52.780000
2864,2469,301,kWh,True,True,electricity,,False,2026-05-05 09:16:52.830000
2865,2470,301,kWh,True,True,electricity,,False,2026-05-05 09:16:52.880000
2866,2471,301,kWh,True,True,electricity,,False,2026-05-05 09:16:52.933000
2867,2472,301,kWh,True,True,electricity,,False,2026-05-05 09:16:52.983000
2868,2473,301,kWh,True,True,electricity,,False,2026-05-05 09:16:53.033000
2869,2474,301,kWh,True,True,electricity,,False,2026-05-05 09:16:53.083000
2870,2475,301,kWh,True,True,electricity,,False,2026-05-05 09:16:53.133000
2871,2476,301,kWh,True,True,electricity,,False,2026-05-05 09:16:53.183000
2872,2477,301,kWh,True,True,electricity,,False,2026-05-05 09:16:53.233000
2873,2478,301,kWh,True,True,electricity,,False,2026-05-05 09:16:53.287000
2874,2480,301,kWh,True,True,electricity,,False,2026-05-05 09:16:53.337000
2875,2481,301,kWh,True,True,electricity,,False,2026-05-05 09:16:53.390000
2876,2482,301,kWh,True,True,electricity,,False,2026-05-05 09:16:53.440000
2877,2483,301,kWh,True,True,electricity,,False,2026-05-05 09:16:53.490000
2878,2484,301,kWh,True,True,electricity,,False,2026-05-05 09:16:53.540000
2879,2485,301,kWh,True,True,electricity,,False,2026-05-05 09:16:53.590000
2880,2486,301,kWh,True,True,electricity,,False,2026-05-05 09:16:53.640000
2881,2487,301,kWh,True,True,electricity,,False,2026-05-05 09:16:53.690000
2882,2488,301,kWh,True,True,electricity,,False,2026-05-05 09:16:53.740000
2883,2489,301,kWh,True,False,electricity,,False,2026-05-05 09:16:53.790000
2884,2490,301,m³,True,True,water,,False,2026-05-05 09:16:53.843000
2885,2493,301,m³,True,True,water,,False,2026-05-05 09:16:53.890000
2886,2494,301,kWh,True,True,electricity,,False,2026-05-05 09:16:53.940000
2887,2496,301,kWh,True,True,water,,False,2026-05-05 09:16:53.990000
2888,2497,301,m³,True,True,water,,False,2026-05-05 09:16:54.040000
2889,2498,301,m³,True,True,water,,False,2026-05-05 09:16:54.093000
2890,2500,301,kW,True,False,heating,,False,2026-05-05 09:16:54.160000
2891,2501,301,m³,True,True,heating,,False,2026-05-05 09:16:54.210000
2892,2502,301,l/h,True,False,heating,,False,2026-05-05 09:16:54.260000
2893,2503,301,°C,True,False,heating,,False,2026-05-05 09:16:54.313000
2894,2504,301,°C,True,False,heating,,False,2026-05-05 09:16:54.363000
2895,2505,301,Kelvin,True,False,heating,,False,2026-05-05 09:16:54.410000
2896,2506,301,kWh,True,True,electricity,,False,2026-05-05 09:16:56.380000
2897,2508,301,kW,True,False,cold,,False,2026-05-05 09:16:56.490000
2898,2509,301,m³,True,True,cold,,False,2026-05-05 09:16:56.560000
2899,2510,301,l/h,True,False,cold,,False,2026-05-05 09:16:56.637000
2900,2511,301,°C,True,False,cold,,False,2026-05-05 09:16:56.703000
2901,2512,301,°C,True,False,cold,,False,2026-05-05 09:16:56.773000
2902,2513,301,Kelvin,True,False,cold,,False,2026-05-05 09:16:56.840000
2903,2514,301,m³,True,True,water,,False,2026-05-05 09:16:56.910000
2904,2515,301,kWh,True,True,heating,,False,2026-05-05 09:16:56.977000
2905,2682,301,kWh,True,False,,,False,2026-05-05 09:16:57.043000
2906,2694,301,kWh,True,False,,,False,2026-05-05 09:16:57.110000
