sensor_id,source,external_id,external_key,label,source_import_id,created_at,updated_at
2048,ukhd,947,3342_HW_6410_947 d,"3342 HW-Med.Klinik, Statische Heizung E98-03 d",15,2026-06-08 19:57:43.230000,2026-06-22 15:20:25.693000
2049,ukhd,954,4555_EL_6130_954 z,"4555 Richtfunkantenne, SV Geb.6130 z",15,2026-06-08 19:57:43.230000,2026-06-22 15:20:25.693000
2052,ukhd,987,4681_BVE_6440_987 z,"4681 BVE-Gebäudezähler, Geb.6440 z",15,2026-06-08 19:57:43.230000,2026-06-22 15:20:25.693000
2053,ukhd,989,3287_TWW_6159_989 z,"3287 TWW-Kindertagesstätte, Geb.6159",15,2026-06-08 19:57:43.230000,2026-06-22 15:20:25.693000
2054,ukhd,991,907_EL_6153_991 z,907 ELW-6153 Trafostation 4/5 Trafo 1 Zähler z,15,2026-06-08 19:57:43.230000,2026-06-22 15:20:25.693000
2055,ukhd,992,907_EL_6153_992 i,907 ELW-6153 Trafostation 4/5 Trafo 1 Zähler i,15,2026-06-08 19:57:43.230000,2026-06-22 15:20:25.693000
2056,ukhd,995,907_EL_6153_995 z,907 ELW-6153 Trafostation 4/5 Trafo 3 Zähler z,15,2026-06-08 19:57:43.230000,2026-06-22 15:20:25.693000
2057,ukhd,996,907_EL_6153_996 i,907 ELW-6153 Trafostation 4/5 Trafo 3 Zähler i,15,2026-06-08 19:57:43.230000,2026-06-22 15:20:25.693000
2058,ukhd,1000,2321_EL_6410_1000 z,"2321 EL-Bettenhaus Heizung Sanitär, 6411 z",15,2026-06-08 19:57:43.230000,2026-06-22 15:20:25.693000
2059,ukhd,1001,2322_EL_6410_1001 z,"2322 EL-Bettenhaus Lüftung RLT 2, 6411 z",15,2026-06-08 19:57:43.230000,2026-06-22 15:20:25.693000
2060,ukhd,1002,2323_EL_6410_1002 z,"2323 EL-Bettenhaus Lüftung RLT 1, 6411 z",15,2026-06-08 19:57:43.230000,2026-06-22 15:20:25.693000
2061,ukhd,1003,2042_EL-SV_6672_1003 z,"2042 EL- SV-USV1, Geb.6672 z",15,2026-06-08 19:57:43.230000,2026-06-22 15:20:25.693000
2062,ukhd,1004,165_EL_6560_1004 z,165 EL-MS Trafostation 1/5 PH z,15,2026-06-08 19:57:43.230000,2026-06-22 15:20:25.693000
2063,ukhd,1006,2854_TW1_Heiz_1006 z,2854 TW1-Noteinspeisung 1 Heizwerk z,15,2026-06-08 19:57:43.230000,2026-06-22 15:20:25.693000
2064,ukhd,1007,2854_TW2_Heiz_1007 z,2854 TW2-Noteinspeisung 2 Heizwerk z,15,2026-06-08 19:57:43.230000,2026-06-22 15:20:25.693000
2065,ukhd,1010,1828_BW_6530_1010 z,"1828 BW-Heizwerk, Geb.6530 z",15,2026-06-08 19:57:43.230000,2026-06-22 15:20:25.693000
2066,ukhd,1011,1301_TW1_6561_1011 z,"1301 TW1-PH Heidelberg, Geb.6561,6562 z",15,2026-06-08 19:57:43.230000,2026-06-22 15:20:25.693000
2067,ukhd,1012,1301_TW2_6561_1012 z,"1301 TW2-PH Heidelberg, Geb.6561,6562 z",15,2026-06-08 19:57:43.230000,2026-06-22 15:20:25.693000
2068,ukhd,1013,1299_BW_6561_1013 z,1299 BW- f. PH Heidelberg (Geb.6561+6562) z,15,2026-06-08 19:57:43.230000,2026-06-22 15:20:25.693000
2069,ukhd,1014,2903_TW-gr_6530_1014 z,"2903 TW-gr-ÃœbergabestationNord,Geb.6530 z",15,2026-06-08 19:57:43.230000,2026-06-22 15:20:25.693000
2070,ukhd,1015,2902_TW-gr_6530_1015 z,"2902 TW-gr-ÃœbergabestationNord,Geb.6530 z",15,2026-06-08 19:57:43.230000,2026-06-22 15:20:25.693000
2071,ukhd,1016,2903_TW-kl_6530_1016 z,"2903 TW-kl-ÃœbergabestationNord,Geb.6530 z",15,2026-06-08 19:57:43.233000,2026-06-22 15:20:25.693000
2072,ukhd,1017,2902_TW-kl_6530_1017 z,"2902 TW-kl-ÃœbergabestationNord,Geb.6530 z",15,2026-06-08 19:57:43.233000,2026-06-22 15:20:25.693000
2073,ukhd,1036,4682_EL-Ladestation 1_6670_1036 z,4682 EL-VZM Ladestation 1 z,15,2026-06-08 19:57:43.233000,2026-06-22 15:20:25.693000
2074,ukhd,1037,4682_EL-Ladestation 1_VZM_1037 z,4682 EL-VZM Ladestation 1 i,15,2026-06-08 19:57:43.233000,2026-06-22 15:20:25.693000
2075,ukhd,1038,4683_EL-Ladestation 2_6670_1038 z,4683 EL-VZM Ladestation 2 z,15,2026-06-08 19:57:43.233000,2026-06-22 15:20:25.693000
2076,ukhd,1039,4683_EL-Ladestation 2_VZM_1039 z,4683 EL-VZM Ladestation 2 i,15,2026-06-08 19:57:43.233000,2026-06-22 15:20:25.693000
2077,ukhd,1049,4684_EL-Ladestation 3_6670_1049 z,4684 EL-VZM Ladestation 3 LKW z,15,2026-06-08 19:57:43.233000,2026-06-22 15:20:25.693000
2078,ukhd,1050,4684_EL-Ladestation 3_VZM_1050 z,4684 EL-VZM Ladestation 3 LKW i,15,2026-06-08 19:57:43.233000,2026-06-22 15:20:25.693000
2080,ukhd,1091,3396_BW_6672_1091 z,"3396 BW-ZIM-Verwaltungsgebäude, Geb.6672 z",15,2026-06-08 19:57:43.233000,2026-06-22 15:20:25.693000
2081,ukhd,1092,3397_TW_6672_1092 z,"3397 TW-ZIM-Verwaltungsgebäude, Geb.6672 z",15,2026-06-08 19:57:43.233000,2026-06-22 15:20:25.693000
2082,ukhd,1093,1827_BW_6530_1093 z,"1827 BW-FÃ¶rderbrunnen-Heizwerk, Geb.6530 z",15,2026-06-08 19:57:43.233000,2026-06-22 15:20:25.693000
2083,ukhd,1095,992_EL-AV_6672_1095 z,"992 EL-MSNS Hauptzaehler AV, Geb.6672 z",15,2026-06-08 19:57:43.233000,2026-06-22 15:20:25.693000
2084,ukhd,1097,3350_K_6672_1097 i,3350 K- ZIM-Verwaltungsgeb. 6672 i,15,2026-06-08 19:57:43.233000,2026-06-22 15:20:25.693000
2085,ukhd,1099,3350_K_6672_1099 i,3350 K- ZIM-Verwaltungsgeb. 6672 i,15,2026-06-08 19:57:43.233000,2026-06-22 15:20:25.693000
2086,ukhd,1100,3350_K_6672_1100 t,3350 K- ZIM-Verwaltungsgeb. 6672 t,15,2026-06-08 19:57:43.233000,2026-06-22 15:20:25.693000
2087,ukhd,1101,3350_K_6672_1101 t,3350 K- ZIM-Verwaltungsgeb. 6672 t,15,2026-06-08 19:57:43.233000,2026-06-22 15:20:25.693000
2088,ukhd,1102,3350_K_6672_1102 d,3350 K- ZIM-Verwaltungsgeb. 6672 d,15,2026-06-08 19:57:43.233000,2026-06-22 15:20:25.693000
2089,ukhd,1104,3332_HW_6672_1104 i,"3332 HW- ZIM-Verwaltungsgebäude, Geb.6672 i",15,2026-06-08 19:57:43.233000,2026-06-22 15:20:25.693000
2090,ukhd,1105,3332_HW_6672_1105 z,"3332 HW- ZIM-Verwaltungsgebäude, Geb.6672 z",15,2026-06-08 19:57:43.233000,2026-06-22 15:20:25.693000
2091,ukhd,1106,3332_HW_6672_1106 i,"3332 HW- ZIM-Verwaltungsgebäude, Geb.6672 i",15,2026-06-08 19:57:43.237000,2026-06-22 15:20:25.693000
2092,ukhd,1107,3332_HW_6672_1107 t,"3332 HW- ZIM-Verwaltungsgebäude, Geb.6672 t",15,2026-06-08 19:57:43.237000,2026-06-22 15:20:25.693000
2093,ukhd,1108,3332_HW_6672_1108 t,"3332 HW- ZIM-Verwaltungsgebäude, Geb.6672 t",15,2026-06-08 19:57:43.237000,2026-06-22 15:20:25.693000
2094,ukhd,1109,3332_HW_6672_1109 d,"3332 HW- ZIM-Verwaltungsgebäude, Geb.6672 d",15,2026-06-08 19:57:43.237000,2026-06-22 15:20:25.693000
2095,ukhd,1110,145_EL_6530_1110 z,"145 EL-NS FÃ¶rderbrunnen-Heizwerk ,Pumpen z",15,2026-06-08 19:57:43.237000,2026-06-22 15:20:25.693000
2096,ukhd,1115,2277_EL_6560_1115 z,"2277 EL-MSNS PH HÃ¶rsaal, Geb.6560, AV z",15,2026-06-08 19:57:43.237000,2026-06-22 15:20:25.693000
2097,ukhd,1116,2278_EL_6560_1116 z,"2278 EL-MSNS PH HÃ¶rsaal, Geb.6560, SV z",15,2026-06-08 19:57:43.237000,2026-06-22 15:20:25.693000
2098,ukhd,1117,171_EL_6560_1117 z,171 EL-NS FÃ¶rderbrunnen-PH z,15,2026-06-08 19:57:43.237000,2026-06-22 15:20:25.693000
2099,ukhd,1118,881_EL_6560_1118 z,881 EL-Flugbefeuerung  HZW z,15,2026-06-08 19:57:43.237000,2026-06-22 15:20:25.693000
2100,ukhd,1119,146_EL_6530_1119 z,"146 EL-Trinkwasser-ÃœbergabeNord (HZW),Pumpen z",15,2026-06-08 19:57:43.237000,2026-06-22 15:20:25.693000
2101,ukhd,1124,3556_DA_6670_1124 z,3556 DA-Gesamt-Kondensat von  6400+6670 z,15,2026-06-08 19:57:43.237000,2026-06-22 15:20:25.693000
2102,ukhd,1126,2845_DA_6670_1126 vz,"2845 DA- Dampf für VZM, Geb 6670 vz",15,2026-06-08 19:57:43.237000,2026-06-22 15:20:25.693000
2103,ukhd,1127,3556_DA_6670_1127 t,3556 DA-Gesamt-Kondensat von  6400+6670 t,15,2026-06-08 19:57:43.237000,2026-06-22 15:20:25.693000
2104,ukhd,1128,2845_DA_6670_1128 t,"2845 DA- Dampf für VZM, Geb 6670 t",15,2026-06-08 19:57:43.237000,2026-06-22 15:20:25.693000
2105,ukhd,1129,2845_DA_6670_1129 p,"2845 DA- Dampf für VZM, Geb 6670 p",15,2026-06-08 19:57:43.237000,2026-06-22 15:20:25.693000
2106,ukhd,1130,2845_DA_6670_1130 i,"2845 DA- Dampf für VZM, Geb 6670 i",15,2026-06-08 19:57:43.237000,2026-06-22 15:20:25.693000
2107,ukhd,1131,2845_DA_6670_1131 t,"2845 DA- Dampf für VZM, Geb 6670 t",15,2026-06-08 19:57:43.237000,2026-06-22 15:20:25.693000
2108,ukhd,1132,2950_K_6370_1132 i,"2950 K-VZM, Geb.6670 i",15,2026-06-08 19:57:43.237000,2026-06-22 15:20:25.693000
2109,ukhd,1133,2950_K_6670_1133 z,"2950 K-VZM, Geb.6670 z",15,2026-06-08 19:57:43.237000,2026-06-22 15:20:25.693000
2110,ukhd,1134,2950_K_6670_1134 i,"2950 K-VZM, Geb.6670 i",15,2026-06-08 19:57:43.237000,2026-06-22 15:20:25.693000
2111,ukhd,1135,2950_K_2100_1135  t,"2950 K-VZM, Geb.6670 Vorlauf t",15,2026-06-08 19:57:43.237000,2026-06-22 15:20:25.693000
2112,ukhd,1136,2950_K_2100_1136 t,"2950 K-VZM, Geb.6670 Rücklauf t",15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2113,ukhd,1137,2950_K_6670_1137 d,"2950 K-VZM, Geb.6670 d",15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2114,ukhd,1138,338_EL_6670_1138 z,"338 EL-NS Wäscherei, Abluftzentrale, 6670 z",15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2115,ukhd,1139,337_EL_6670_1139 z,"337 EL-Technik, Abluftzentrale,6670 z",15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2116,ukhd,1140,511_EL_6670_1140 z,"511 EL-NS Abluftzentrale, Geb.6670 z",15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2117,ukhd,1141,510_EL_6670_1141 z,"510 EL-NS Küche, Abluftzentrale, Geb.6670 z",15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2118,ukhd,1142,336_EL_6670_1142 z,"336 EL-NS Sterilisation,Abluftzentrale,6670 z",15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2119,ukhd,1143,335_EL_6670_1143 z,"335 EL-NS Apotheke,Abluftzentrale,6670 z",15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2120,ukhd,1144,795_EL_6671_1144 z,"795 EL-NS SV Rechtsmedzin, Geb.6671 z",15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2121,ukhd,1145,793_EL_6671_1145 z,"793 EL-NS AV Rechtsmedizin, Geb.6671 z",15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2122,ukhd,1146,794_EL_6671_1146 z,"794 EL-NS AV Einspeisung von NSHV, Geb.6671 z",15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2123,ukhd,1147,796_EL_6671_1147 z,"796 EL-NS SV Einspeisung von NSHV, Geb.6671 z",15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2124,ukhd,1148,334_EL_6670_1148 z,"334 EL-NS Apotheke,Sonderabluftzentrale,6670 z",15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2125,ukhd,1149,529_EL_6670_1149 z,"529 EL-NS Druckluftzentrale, Geb.6670 z",15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2126,ukhd,1150,1645_EL_6670_1150 z,1645 EL-MSNS UV-Rohrpost Q13 z,15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2127,ukhd,1151,3015_K_6671_1151 z,"3015 K-RNZ-Analyse Sekundär, Wärmetauscher z",15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2128,ukhd,1152,3013_K_6671_1152 z,"3013 K-RNZ-Analyse 1 Sekundär, Geb.6671 z",15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2129,ukhd,1153,3014_K_6671_1153 z,"3014 K-RNZ-Analyse 2 Sekundär, Lüftung,6671 z",15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2130,ukhd,1160,1888_K_6671_1160 z,"1888 K-Einkauf Analysezentrum II, 6671 z",15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2131,ukhd,1161,1888_K_6670_1161 i,"1888 K-Einkauf Analysezentrum II, 6671 i",15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2132,ukhd,1162,1888_K_6670_1162 z,"1888 K-Einkauf Analysezentrum II, 6671 z",15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2133,ukhd,1163,1888_K_6670_1163 i,"1888 K-Einkauf Analysezentrum II, 6671 i",15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2134,ukhd,1164,1888_K_6670_1164 t,"1888 K-Einkauf Analysezentrum II, 6671 t",15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2135,ukhd,1165,1888_K_6670_1165 t,"1888 K-Einkauf Analysezentrum II, 6671 t",15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2136,ukhd,1166,1888_K_6670_1166 d,"1888 K-Einkauf Analysezentrum II, 6671 d",15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2137,ukhd,1167,3011_HW_6671_1167 z,3011 HW-Analysezentrum II  Geb6671 z,15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2138,ukhd,1169,3011_HW_6671_1169 z,3011 HW-Analysezentrum II  Geb6671 z,15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2139,ukhd,1171,3011_HW_6671_1171 t,3011 HW-Analysezentrum II  Geb6671 t,15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2140,ukhd,1172,3011_HW_6671_1172 t,3011 HW-Analysezentrum II  Geb6671 t,15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2141,ukhd,1173,3011_HW_6671_1173 d,3011 HW-Analysezentrum II  Geb6671 d,15,2026-06-08 19:57:43.240000,2026-06-22 15:20:25.693000
2142,ukhd,1175,1362_HW_6670_1175 i,1362 HW-Gesamtheizung RH+RTL f. 6670 i,15,2026-06-08 19:57:43.243000,2026-06-22 15:20:25.693000
2143,ukhd,1176,1362_HW_6670_1176 z,1362 HW-Gesamtheizung RH+RTL f. 6670 z,15,2026-06-08 19:57:43.243000,2026-06-22 15:20:25.693000
2144,ukhd,1177,1362_HW_6670_1177 i,1362 HW-Gesamtheizung RH+RTL f. 6670 i,15,2026-06-08 19:57:43.243000,2026-06-22 15:20:25.693000
2145,ukhd,1178,1362_HW_6670_1178 t,1362 HW-Gesamtheizung RH+RTL f. 6670 t,15,2026-06-08 19:57:43.243000,2026-06-22 15:20:25.693000
2146,ukhd,1179,1362_HW_6670_1179 t,1362 HW-Gesamtheizung RH+RTL f. 6670 t,15,2026-06-08 19:57:43.243000,2026-06-22 15:20:25.693000
2147,ukhd,1180,1362_HW_6670_1180 d,1362 HW-Gesamtheizung RH+RTL f. 6670 d,15,2026-06-08 19:57:43.243000,2026-06-22 15:20:25.693000
2148,ukhd,1182,1363_HW_6670_1182 i,1363 HW-(BW-Erwärm mitFernw+Zwischenmedium) i,15,2026-06-08 19:57:43.243000,2026-06-22 15:20:25.693000
2149,ukhd,1183,1363_HW_6670_1183 z,1363 HW-(BW-Erwärm mitFernw+Zwischenmedium) z,15,2026-06-08 19:57:43.243000,2026-06-22 15:20:25.693000
2150,ukhd,1184,1363_HW_6670_1184 i,1363 HW-(BW-Erwärm mitFernw+Zwischenmedium) i,15,2026-06-08 19:57:43.243000,2026-06-22 15:20:25.693000
2151,ukhd,1185,1363_HW_6670_1185 t,1363 HW-(BW-Erwärm mitFernw+Zwischenmedium) t,15,2026-06-08 19:57:43.243000,2026-06-22 15:20:25.693000
2152,ukhd,1186,1363_HW_6670_1186 t,1363 HW-(BW-Erwärm mitFernw+Zwischenmedium) t,15,2026-06-08 19:57:43.243000,2026-06-22 15:20:25.693000
2153,ukhd,1187,1363_HW_6670_1187 d,1363 HW-(BW-Erwärm mitFernw+Zwischenmedium) d,15,2026-06-08 19:57:43.243000,2026-06-22 15:20:25.693000
2154,ukhd,1190,3042_DA_6670_1190 z,"3042 DA-Dampferzeuger Sterilisation, 6670 z",15,2026-06-08 19:57:43.243000,2026-06-22 15:20:25.693000
2155,ukhd,1191,3042_DA_6670_1191 i,"3042 DA-Dampferzeuger Sterilisation, 6670 i",15,2026-06-08 19:57:43.243000,2026-06-22 15:20:25.693000
2156,ukhd,1192,3042_DA_6670_1192 z,"3042 DA-Dampferzeuger Sterilisation, 6670 z",15,2026-06-08 19:57:43.243000,2026-06-22 15:20:25.693000
2157,ukhd,1193,3042_DA_6670_1193 i,"3042 DA-Dampferzeuger Sterilisation, 6670 i",15,2026-06-08 19:57:43.243000,2026-06-22 15:20:25.693000
2158,ukhd,1194,3042_DA_6670_1194 t,"3042 DA-Dampferzeuger Sterilisation, 6670 t",15,2026-06-08 19:57:43.243000,2026-06-22 15:20:25.693000
2159,ukhd,1195,3042_DA_6670_1195 p,"3042 DA-Dampferzeuger Sterilisation, 6670 p",15,2026-06-08 19:57:43.243000,2026-06-22 15:20:25.693000
2160,ukhd,1196,3043_HW_6670_1196 z,"3043 HW-Dampferzeuger Sterilisation,6670 z",15,2026-06-08 19:57:43.243000,2026-06-22 15:20:25.693000
2161,ukhd,1197,3043_HW_6670_1197 i,"3043 HW-Dampferzeuger Sterilisation,6670 i",15,2026-06-08 19:57:43.243000,2026-06-22 15:20:25.693000
2162,ukhd,1198,3043_HW_6670_1198 z,"3043 HW-Dampferzeuger Sterilisation,6670 z",15,2026-06-08 19:57:43.243000,2026-06-22 15:20:25.693000
2163,ukhd,1199,3043_HW_6670_1199 i,"3043 HW-Dampferzeuger Sterilisation,6670 i",15,2026-06-08 19:57:43.243000,2026-06-22 15:20:25.693000
2164,ukhd,1200,3043_HW_6670_1200 t,"3043 HW-Dampferzeuger Sterilisation,6670 Vorlauf",15,2026-06-08 19:57:43.243000,2026-06-22 15:20:25.693000
2165,ukhd,1201,3043_HW_6670_1201 t,"3043 HW-Dampferzeuger Sterilisation,6670 Rücklauf",15,2026-06-08 19:57:43.243000,2026-06-22 15:20:25.693000
2166,ukhd,1205,2696_TW_6670_1205 z,2696 TW-Trinkwasser VZM Geb. 6670 z,15,2026-06-08 19:57:43.247000,2026-06-22 15:20:25.693000
2167,ukhd,1206,2696_TW_6670_1206 z,2696 TW-Trinkwasser VZM Geb. 6670 z,15,2026-06-08 19:57:43.247000,2026-06-22 15:20:25.693000
2168,ukhd,1207,3445_BW_6671_1207 z,"3445 BW-Analysezentrum, Geb.6671 z",15,2026-06-08 19:57:43.247000,2026-06-22 15:20:25.693000
2169,ukhd,1208,3444_TWW_6671_1208 z,"3444 TWW-Analysezentrum, Geb.6671 z",15,2026-06-08 19:57:43.247000,2026-06-22 15:20:25.693000
2170,ukhd,1209,3443_TW_6671_1209 z,"3443 TW-Analysezentrum, Geb.6671 z",15,2026-06-08 19:57:43.247000,2026-06-22 15:20:25.693000
2171,ukhd,1210,3069_TEH_6670_1210 z,"3069 TEH-Analysezentrum III, Geb.6669 z",15,2026-06-08 19:57:43.247000,2026-06-22 15:20:25.693000
2172,ukhd,1211,2455_TEH_6670_1211 z,"2455 TEH-AWT,Transportwagenspülung, Geb.6670 z",15,2026-06-08 19:57:43.247000,2026-06-22 15:20:25.693000
2173,ukhd,1212,1361_DA_6670_1212 z,1361 DA- Dampf f. Apotheke im VZM z,15,2026-06-08 19:57:43.247000,2026-06-22 15:20:25.693000
2174,ukhd,1213,1361_DA_6670_1213 i,1361 DA- Dampf f. Apotheke im VZM i,15,2026-06-08 19:57:43.247000,2026-06-22 15:20:25.693000
2175,ukhd,1214,1361_DA_6670_1214 z,1361 DA- Dampf f. Apotheke im VZM z,15,2026-06-08 19:57:43.247000,2026-06-22 15:20:25.693000
2176,ukhd,1216,1361_DA_6670_1216 t,1361 DA- Dampf f. Apotheke im VZM t,15,2026-06-08 19:57:43.247000,2026-06-22 15:20:25.693000
2177,ukhd,1217,1361_DA_6670_1217 t,1361 DA- Dampf f. Apotheke im VZM t,15,2026-06-08 19:57:43.247000,2026-06-22 15:20:25.693000
2178,ukhd,1218,1360_DA_6670_1218 z,1360 DA-Dampf-Sterilisation VZM z,15,2026-06-08 19:57:43.247000,2026-06-22 15:20:25.693000
2179,ukhd,1219,1360_DA_6670_1219 i,1360 DA-Dampf-Sterilisation VZM i,15,2026-06-08 19:57:43.247000,2026-06-22 15:20:25.693000
2180,ukhd,1220,1360_DA_6670_1220 z,1360 DA-Dampf-Sterilisation VZM z,15,2026-06-08 19:57:43.247000,2026-06-22 15:20:25.693000
2181,ukhd,1221,1360_DA_6670_1221 i,1360 DA-Dampf-Sterilisation VZM i,15,2026-06-08 19:57:43.247000,2026-06-22 15:20:25.693000
2182,ukhd,1222,1360_DA_6670_1222 t,1360 DA-Dampf-Sterilisation VZM t,15,2026-06-08 19:57:43.247000,2026-06-22 15:20:25.693000
2183,ukhd,1223,1360_DA_6670_1223 t,1360 DA-Dampf-Sterilisation VZM t,15,2026-06-08 19:57:43.247000,2026-06-22 15:20:25.693000
2184,ukhd,1224,1359_DA_6670_1224 z,1359 DA- Dampf f. Wäscherei in 6670 (VZM) z,15,2026-06-08 19:57:43.247000,2026-06-22 15:20:25.693000
2185,ukhd,1225,1359_DA_6670_1225 i,1359 DA- Dampf f. Wäscherei in 6670 (VZM) i,15,2026-06-08 19:57:43.247000,2026-06-22 15:20:25.693000
2186,ukhd,1226,1359_DA_6670_1226 z,1359 DA- Dampf f. Wäscherei in 6670 (VZM) z,15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
2187,ukhd,1227,1359_DA_6670_1227 i,1359 DA- Dampf f. Wäscherei in 6670 (VZM) i,15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
2188,ukhd,1228,1359_DA_6670_1228 t,1359 DA- Dampf f. Wäscherei in 6670 (VZM) t,15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
2189,ukhd,1229,1359_DA_6670_1229 t,1359 DA- Dampf f. Wäscherei in 6670 (VZM) t,15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
2190,ukhd,1230,1358_DA_6670_1230 z,1358 DA- Dampf f. Küche im VZM (Geb.6670) z,15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
2191,ukhd,1231,1358_DA_6670_1231 i,1358 DA- Dampf f. Küche im VZM (Geb.6670) i,15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
2192,ukhd,1232,1358_DA_6670_1232 z,1358 DA- Dampf f. Küche im VZM (Geb.6670) z,15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
2193,ukhd,1233,1358_DA_6670_1233 i,1358 DA- Dampf f. Küche im VZM (Geb.6670) i,15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
2194,ukhd,1234,1358_DA_6670_1234 t,1358 DA- Dampf f. Küche im VZM (Geb.6670) t,15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
2195,ukhd,1235,1358_DA_6670_1235 t,1358 DA- Dampf f. Küche im VZM (Geb.6670) t,15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
2196,ukhd,1236,3441_HW_6671_1236 z,"3441 HW-Analysezentrum I, Geb.6671 z",15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
2197,ukhd,1238,3441_HW_6671_1238 z,"3441 HW-Analysezentrum I, Geb.6671 z",15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
2198,ukhd,1239,3441_HW_6671_1239 i,"3441 HW-Analysezentrum I, Geb.6671 i",15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
2199,ukhd,1240,3441_HW_2100_1240 t,"3441 HW-Analysezentrum I, Geb.6671 t",15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
2200,ukhd,1241,3441_HW_2100_1241 t,"3441 HW-Analysezentrum I, Geb.6671 t",15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
2201,ukhd,1243,3442_K_6671_1243 z,"3442 K-Analysezentrum I, Geb.6671 z",15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
2202,ukhd,1245,3442_K_6671_1245 z,"3442 K-Analysezentrum I, Geb.6671 z",15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
2203,ukhd,1247,3442_K_6671_1247 t,"3442 K-Analysezentrum I, Geb.6671 t",15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
2204,ukhd,1248,3442_K_6671_1248 t,"3442 K-Analysezentrum I, Geb.6671 t",15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
2205,ukhd,1249,3442_K_6671_1249 d,"3442 K-Analysezentrum I, Geb.6671 d",15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
2206,ukhd,1250,3068_BW_6670_1250 z,"3068 BW-Analysezentrum III, Geb.6669 z",15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
2207,ukhd,1251,3067_TW_6670_1251 z,"3067 TW-Analysezentrum III, Geb.6669 z",15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
2208,ukhd,1252,2445_BEH_6671_1252 z,"2445 BEH-Wäscherei, Geb.6670 z",15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
2209,ukhd,1254,2416_TEH_6670_1254 z,"2416 TEH- Eb.01/BT1 Kantine, VZM z",15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
2210,ukhd,1256,2441_TW_6670_1256 z,"2441 TW-Wäscherei, Geb.6670 z",15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
2211,ukhd,1257,2438_TW_6670_1257 z,"2438 TW-Wäscherei/Toilette, Geb.6670 z",15,2026-06-08 19:57:43.250000,2026-06-22 15:20:25.693000
