sensor_id,name,device_id,unit,irregular,cumulative,energy_type,source_type,protected
sensor_0697,Water meter 697,device_0001,m³,True,False,water,,False
sensor_0698,Water meter 698,device_0001,m³,True,True,water,,False
sensor_0699,Water meter 699,device_0001,m³,True,True,water,,False
sensor_0700,Water meter 700,device_0001,m³,True,False,water,,False
sensor_0701,Water meter 701,device_0001,m³,True,True,water,,False
sensor_0702,Water meter 702,device_0001,m³,True,True,water,,False
sensor_0703,Electricity meter 703,device_0001,kWh,True,True,electricity,,False
sensor_0704,Electricity meter 704,device_0001,kW,True,True,electricity,,False
sensor_0705,Electricity meter 705,device_0001,kWh,True,True,electricity,,False
sensor_0706,Electricity meter 706,device_0001,kW,True,True,electricity,,False
sensor_0707,Electricity meter 707,device_0001,kWh,True,True,electricity,,False
sensor_0708,Electricity meter 708,device_0001,kW,True,False,electricity,,False
sensor_0709,Utility meter 709,device_0001,kWh,True,False,,,False
sensor_0710,Water meter 710,device_0001,m³,True,True,water,,False
sensor_0711,Water meter 711,device_0001,m³,True,True,water,,False
sensor_0712,Water meter 712,device_0001,m³,True,True,water,,False
sensor_0713,Electricity meter 713,device_0001,kWh,True,True,electricity,,False
sensor_0714,Chilled water meter 714,device_0001,kW,True,False,cold,,False
sensor_0715,Chilled water meter 715,device_0001,kg/h,True,True,cold,,False
sensor_0716,Chilled water meter 716,device_0001,°C,True,False,cold,,False
sensor_0717,Chilled water meter 717,device_0001,°C,True,False,cold,,False
sensor_0718,Chilled water meter 718,device_0001,Kelvin,True,False,cold,,False
sensor_0719,Heating meter 719,device_0001,kW,True,False,heating,,False
sensor_0720,Heating meter 720,device_0001,m³,True,True,heating,,False
sensor_0721,Heating meter 721,device_0001,l/h,True,False,heating,,False
sensor_0722,Heating meter 722,device_0001,°C,True,False,heating,,False
sensor_0723,Heating meter 723,device_0001,°C,True,False,heating,,False
sensor_0724,Heating meter 724,device_0001,Kelvin,True,False,heating,,False
sensor_0725,Electricity meter 725,device_0001,kWh,True,True,electricity,,False
sensor_0726,Electricity meter 726,device_0001,kWh,True,True,electricity,,False
sensor_0727,Electricity meter 727,device_0001,kWh,True,True,electricity,,False
sensor_0728,Electricity meter 728,device_0001,kWh,True,True,electricity,,False
sensor_0729,Electricity meter 729,device_0001,kWh,True,True,electricity,,False
sensor_0730,Electricity meter 730,device_0001,kWh,True,True,electricity,,False
sensor_0731,Heating meter 731,device_0001,m³,True,False,heating,,False
sensor_0732,Heating meter 732,device_0001,kg,True,True,heating,,False
sensor_0733,Heating meter 733,device_0001,°C,True,False,heating,,False
sensor_0734,Heating meter 734,device_0001,°C,True,False,heating,,False
sensor_0735,Heating meter 735,device_0001,barü,True,False,heating,,False
sensor_0736,Heating meter 736,device_0001,kg/h,True,False,heating,,False
sensor_0737,Heating meter 737,device_0001,°C,True,False,heating,,False
sensor_0738,Chilled water meter 738,device_0001,kW,True,False,cold,,False
sensor_0739,Chilled water meter 739,device_0001,m³,True,True,cold,,False
sensor_0740,Chilled water meter 740,device_0001,l/h,True,False,cold,,False
sensor_0741,Chilled water meter 741,device_0001,°C,True,False,cold,,False
sensor_0742,Chilled water meter 742,device_0001,°C,True,False,cold,,False
sensor_0743,Chilled water meter 743,device_0001,Kelvin,True,False,cold,,False
sensor_0744,Electricity meter 744,device_0001,kWh,True,True,electricity,,False
sensor_0745,Electricity meter 745,device_0001,kWh,True,True,electricity,,False
sensor_0746,Electricity meter 746,device_0001,kWh,True,True,electricity,,False
sensor_0747,Electricity meter 747,device_0001,kWh,True,True,electricity,,False
sensor_0748,Electricity meter 748,device_0001,kWh,True,True,electricity,,False
sensor_0749,Electricity meter 749,device_0001,kWh,True,True,electricity,,False
sensor_0750,Electricity meter 750,device_0001,kWh,True,True,electricity,,False
sensor_0751,Electricity meter 751,device_0001,kWh,True,True,electricity,,False
sensor_0752,Electricity meter 752,device_0001,kWh,True,True,electricity,,False
sensor_0753,Electricity meter 753,device_0001,kWh,True,True,electricity,,False
sensor_0754,Electricity meter 754,device_0001,kWh,True,True,electricity,,False
sensor_0755,Electricity meter 755,device_0001,kWh,True,True,electricity,,False
sensor_0756,Electricity meter 756,device_0001,kWh,True,True,electricity,,False
sensor_0757,Chilled water meter 757,device_0001,kWh,True,True,cold,,False
sensor_0758,Chilled water meter 758,device_0001,kWh,True,True,cold,,False
sensor_0759,Chilled water meter 759,device_0001,kWh,True,True,cold,,False
sensor_0760,Chilled water meter 760,device_0001,kWh,True,True,cold,,False
sensor_0761,Chilled water meter 761,device_0001,kW,True,False,cold,,False
sensor_0762,Chilled water meter 762,device_0001,m³,True,True,cold,,False
sensor_0763,Chilled water meter 763,device_0001,m³/h,True,False,cold,,False
sensor_0764,Chilled water meter 764,device_0001,°C,True,False,cold,,False
sensor_0765,Chilled water meter 765,device_0001,°C,True,False,cold,,False
sensor_0766,Chilled water meter 766,device_0001,Kelvin,True,False,cold,,False
sensor_0767,Heating meter 767,device_0001,kWh,True,True,heating,,False
sensor_0768,Heating meter 768,device_0001,m³,True,True,heating,,False
sensor_0769,Heating meter 769,device_0001,°C,True,False,heating,,False
sensor_0770,Heating meter 770,device_0001,°C,True,False,heating,,False
sensor_0771,Heating meter 771,device_0001,Kelvin,True,False,heating,,False
sensor_0772,Heating meter 772,device_0001,kW,True,False,heating,,False
sensor_0773,Heating meter 773,device_0001,m³,True,True,heating,,False
sensor_0774,Heating meter 774,device_0001,m³/h,True,False,heating,,False
sensor_0775,Heating meter 775,device_0001,°C,True,False,heating,,False
sensor_0776,Heating meter 776,device_0001,°C,True,False,heating,,False
sensor_0777,Heating meter 777,device_0001,Kelvin,True,False,heating,,False
sensor_0778,Heating meter 778,device_0001,kW,True,False,heating,,False
sensor_0779,Heating meter 779,device_0001,m³,True,True,heating,,False
sensor_0780,Heating meter 780,device_0001,m³/h,True,False,heating,,False
sensor_0781,Heating meter 781,device_0001,°C,True,False,heating,,False
sensor_0782,Heating meter 782,device_0001,°C,True,False,heating,,False
sensor_0783,Heating meter 783,device_0001,Kelvin,True,False,heating,,False
sensor_0784,Heating meter 784,device_0001,tons,True,True,heating,,False
sensor_0785,Heating meter 785,device_0001,kg/h,True,True,heating,,False
sensor_0786,Heating meter 786,device_0001,m³,True,True,heating,,False
sensor_0787,Heating meter 787,device_0001,l/h,True,False,heating,,False
sensor_0788,Heating meter 788,device_0001,°C,True,False,heating,,False
sensor_0789,Heating meter 789,device_0001,barü,True,False,heating,,False
sensor_0790,Heating meter 790,device_0001,kWh,True,True,heating,,False
sensor_0791,Heating meter 791,device_0001,kg/h,True,False,heating,,False
sensor_0792,Heating meter 792,device_0001,m³,True,True,heating,,False
sensor_0793,Heating meter 793,device_0001,l/h,True,False,heating,,False
sensor_0794,Heating meter 794,device_0001,°C,True,False,heating,,False
sensor_0795,Heating meter 795,device_0001,°C,True,False,heating,,False
sensor_0796,Water meter 796,device_0001,m³,True,True,water,,False
sensor_0797,Water meter 797,device_0001,m³,True,False,water,,False
sensor_0798,Water meter 798,device_0001,m³,True,True,water,,False
sensor_0799,Water meter 799,device_0001,m³,True,False,water,,False
sensor_0800,Water meter 800,device_0001,m³,True,True,water,,False
sensor_0801,Water meter 801,device_0001,m³,True,True,water,,False
sensor_0802,Water meter 802,device_0001,m³,True,True,water,,False
sensor_0803,Heating meter 803,device_0001,kWh,True,False,heating,,False
sensor_0804,Heating meter 804,device_0001,kW,True,False,heating,,False
sensor_0805,Heating meter 805,device_0001,kg,True,False,heating,,False
sensor_0806,Heating meter 806,device_0001,°C,True,False,heating,,False
sensor_0807,Heating meter 807,device_0001,°C,True,False,heating,,False
sensor_0808,Heating meter 808,device_0001,kWh,True,True,heating,,False
sensor_0809,Heating meter 809,device_0001,kW,True,False,heating,,False
sensor_0810,Heating meter 810,device_0001,m³,True,True,heating,,False
sensor_0811,Heating meter 811,device_0001,kg/h,True,False,heating,,False
sensor_0812,Heating meter 812,device_0001,°C,True,False,heating,,False
sensor_0813,Heating meter 813,device_0001,°C,True,False,heating,,False
sensor_0814,Heating meter 814,device_0001,kWh,True,True,heating,,False
sensor_0815,Heating meter 815,device_0001,kW,True,False,heating,,False
sensor_0816,Heating meter 816,device_0001,kg,True,True,heating,,False
sensor_0817,Heating meter 817,device_0001,kg/h,True,False,heating,,False
sensor_0818,Heating meter 818,device_0001,°C,True,False,heating,,False
sensor_0819,Heating meter 819,device_0001,°C,True,False,heating,,False
sensor_0820,Heating meter 820,device_0001,kWh,True,True,heating,,False
sensor_0821,Heating meter 821,device_0001,kW,True,False,heating,,False
sensor_0822,Heating meter 822,device_0001,kg,True,True,heating,,False
sensor_0823,Heating meter 823,device_0001,kg/h,True,False,heating,,False
sensor_0824,Heating meter 824,device_0001,°C,True,False,heating,,False
sensor_0825,Heating meter 825,device_0001,°C,True,False,heating,,False
sensor_0826,Heating meter 826,device_0001,kWh,True,True,heating,,False
sensor_0827,Heating meter 827,device_0001,m³,True,True,heating,,False
sensor_0828,Heating meter 828,device_0001,l/h,True,False,heating,,False
sensor_0829,Heating meter 829,device_0001,°C,True,False,heating,,False
sensor_0830,Heating meter 830,device_0001,°C,True,False,heating,,False
sensor_0831,Chilled water meter 831,device_0001,kWh,True,False,cold,,False
sensor_0832,Chilled water meter 832,device_0001,m³,True,False,cold,,False
sensor_0833,Chilled water meter 833,device_0001,°C,True,False,cold,,False
sensor_0834,Chilled water meter 834,device_0001,°C,True,False,cold,,False
sensor_0835,Chilled water meter 835,device_0001,Kelvin,True,False,cold,,False
sensor_0836,Water meter 836,device_0001,m³,True,True,water,,False
sensor_0837,Water meter 837,device_0001,m³,True,True,water,,False
sensor_0838,Water meter 838,device_0001,m³,True,True,water,,False
sensor_0839,Water meter 839,device_0001,m³,True,True,water,,False
sensor_0840,Water meter 840,device_0001,m³,True,True,water,,False
sensor_0841,Water meter 841,device_0001,m³,True,True,water,,False
sensor_0842,Water meter 842,device_0001,m³,True,True,water,,False
sensor_0843,Water meter 843,device_0001,m³,True,False,water,,False
sensor_0844,Water meter 844,device_0001,m³,True,True,water,,False
sensor_0845,Water meter 845,device_0001,m³,True,True,water,,False
sensor_0846,Water meter 846,device_0001,m³,True,True,water,,False
sensor_0847,Water meter 847,device_0001,m³,True,False,water,,False
sensor_0848,Water meter 848,device_0001,m³,True,True,water,,False
sensor_0849,Water meter 849,device_0001,m³,True,True,water,,False
sensor_0850,Water meter 850,device_0001,m³,True,True,water,,False
sensor_0851,Water meter 851,device_0001,m³,True,True,water,,False
sensor_0852,Water meter 852,device_0001,°C,True,False,water,,False
sensor_0853,Water meter 853,device_0001,m³,True,True,water,,False
sensor_0854,Utility meter 854,device_0001,m³,True,True,,,False
sensor_0855,Water meter 855,device_0001,m³,True,True,water,,False
sensor_0856,Water meter 856,device_0001,m³,True,True,water,,False
sensor_0857,Electricity meter 857,device_0001,kWh,True,True,electricity,,False
sensor_0858,Electricity meter 858,device_0001,kWh,True,True,electricity,,False
sensor_0859,Electricity meter 859,device_0001,kWh,True,True,electricity,,False
sensor_0860,Electricity meter 860,device_0001,kWh,True,True,electricity,,False
sensor_0861,Electricity meter 861,device_0001,kWh,True,True,electricity,,False
sensor_0862,Electricity meter 862,device_0001,kWh,True,True,electricity,,False
sensor_0863,Electricity meter 863,device_0001,kWh,True,True,electricity,,False
sensor_0864,Electricity meter 864,device_0001,kWh,True,True,electricity,,False
sensor_0865,Electricity meter 865,device_0001,kWh,True,True,electricity,,False
sensor_0866,Chilled water meter 866,device_0001,kWh,True,True,cold,,False
sensor_0867,Chilled water meter 867,device_0001,kWh,True,True,cold,,False
sensor_0868,Electricity meter 868,device_0001,kWh,True,True,electricity,,False
sensor_0869,Electricity meter 869,device_0001,kWh,True,True,electricity,,False
sensor_0870,Electricity meter 870,device_0001,kWh,True,True,electricity,,False
sensor_0871,Electricity meter 871,device_0001,kWh,True,True,electricity,,False
sensor_0872,Electricity meter 872,device_0001,kWh,True,True,electricity,,False
sensor_0873,Electricity meter 873,device_0001,kWh,True,True,electricity,,False
sensor_0874,Electricity meter 874,device_0001,kWh,True,True,electricity,,False
sensor_0875,Electricity meter 875,device_0001,kWh,True,True,electricity,,False
sensor_0876,Electricity meter 876,device_0001,kWh,True,True,electricity,,False
sensor_0877,Electricity meter 877,device_0001,kWh,True,True,electricity,,False
sensor_0878,Electricity meter 878,device_0001,kWh,True,True,electricity,,False
sensor_0879,Electricity meter 879,device_0001,kWh,True,True,electricity,,False
sensor_0880,Electricity meter 880,device_0001,kWh,True,False,electricity,,False
sensor_0881,Electricity meter 881,device_0001,kWh,True,True,electricity,,False
sensor_0882,Electricity meter 882,device_0001,kWh,True,True,electricity,,False
sensor_0883,Electricity meter 883,device_0001,kWh,True,True,electricity,,False
sensor_0884,Electricity meter 884,device_0001,kWh,True,False,electricity,,False
sensor_0885,Electricity meter 885,device_0001,kWh,True,False,electricity,,False
sensor_0886,Electricity meter 886,device_0001,kWh,True,True,electricity,,False
sensor_0887,Electricity meter 887,device_0001,kWh,True,True,electricity,,False
sensor_0888,Electricity meter 888,device_0001,kWh,True,True,electricity,,False
sensor_0889,Heating meter 889,device_0001,kWh,True,True,heating,,False
sensor_0890,Electricity meter 890,device_0001,kWh,True,True,electricity,,False
sensor_0891,Electricity meter 891,device_0001,kWh,True,True,electricity,,False
sensor_0892,Heating meter 892,device_0001,kWh,True,True,heating,,False
sensor_0893,Electricity meter 893,device_0001,kWh,True,True,electricity,,False
sensor_0894,Electricity meter 894,device_0001,kWh,True,True,electricity,,False
sensor_0895,Electricity meter 895,device_0001,kWh,True,True,electricity,,False
sensor_0896,Electricity meter 896,device_0001,kWh,True,True,electricity,,False
sensor_0897,Electricity meter 897,device_0001,kWh,True,False,electricity,,False
sensor_0898,Electricity meter 898,device_0001,kWh,True,True,electricity,,False
sensor_0899,Electricity meter 899,device_0001,kWh,True,True,electricity,,False
sensor_0900,Heating meter 900,device_0001,kWh,True,True,heating,,False
sensor_0901,Chilled water meter 901,device_0001,kWh,True,True,cold,,False
sensor_0902,Chilled water meter 902,device_0001,kW,True,False,cold,,False
sensor_0903,Chilled water meter 903,device_0001,m³,True,True,cold,,False
sensor_0904,Chilled water meter 904,device_0001,kg/h,True,False,cold,,False
sensor_0905,Chilled water meter 905,device_0001,°C,True,False,cold,,False
sensor_0906,Chilled water meter 906,device_0001,°C,True,False,cold,,False
sensor_0907,Chilled water meter 907,device_0001,Kelvin,True,False,cold,,False
sensor_0908,Electricity meter 908,device_0001,kWh,True,True,electricity,,False
sensor_0909,Electricity meter 909,device_0001,kWh,True,True,electricity,,False
sensor_0910,Heating meter 910,device_0001,m³,True,True,heating,,False
sensor_0911,Heating meter 911,device_0001,°C,True,False,heating,,False
sensor_0912,Heating meter 912,device_0001,°C,True,False,heating,,False
sensor_0913,Heating meter 913,device_0001,Kelvin,True,False,heating,,False
sensor_0914,Chilled water meter 914,device_0001,kW,True,False,cold,,False
sensor_0915,Chilled water meter 915,device_0001,kW,True,False,cold,,False
sensor_0916,Chilled water meter 916,device_0001,m³,True,True,cold,,False
sensor_0917,Chilled water meter 917,device_0001,l/h,True,False,cold,,False
sensor_0918,Chilled water meter 918,device_0001,°C,True,False,cold,,False
sensor_0919,Chilled water meter 919,device_0001,Kelvin,True,False,cold,,False
sensor_0920,Chilled water meter 920,device_0001,kW,True,False,cold,,False
sensor_0921,Chilled water meter 921,device_0001,m³/h,True,False,cold,,False
sensor_0922,Chilled water meter 922,device_0001,°C,True,False,cold,,False
sensor_0923,Chilled water meter 923,device_0001,°C,True,False,cold,,False
sensor_0924,Chilled water meter 924,device_0001,Kelvin,True,False,cold,,False
sensor_0925,Heating meter 925,device_0001,°C,True,False,heating,,False
sensor_0926,Heating meter 926,device_0001,Kelvin,True,False,heating,,False
sensor_0927,Heating meter 927,device_0001,m³,True,True,heating,,False
sensor_0928,Heating meter 928,device_0001,°C,True,False,heating,,False
sensor_0929,Water meter 929,device_0001,m³,True,True,water,,False
sensor_0930,Water meter 930,device_0001,m³,True,False,water,,False
sensor_0931,Water meter 931,device_0001,m³,True,False,water,,False
sensor_0932,Water meter 932,device_0001,m³,True,False,water,,False
sensor_0933,Water meter 933,device_0001,m³,True,False,water,,False
sensor_0934,Water meter 934,device_0001,m³,True,True,water,,False
sensor_0935,Water meter 935,device_0001,m³,True,True,water,,False
sensor_0936,Water meter 936,device_0001,m³,True,True,water,,False
sensor_0937,Water meter 937,device_0001,m³,True,True,water,,False
sensor_0938,Electricity meter 938,device_0001,kWh,True,False,electricity,,False
sensor_0939,Electricity meter 939,device_0001,kWh,True,True,electricity,,False
sensor_0940,Electricity meter 940,device_0001,kWh,True,True,electricity,,False
sensor_0941,Electricity meter 941,device_0001,kWh,True,True,electricity,,False
sensor_0942,Electricity meter 942,device_0001,kWh,True,True,electricity,,False
sensor_0943,Electricity meter 943,device_0001,kWh,True,True,electricity,,False
sensor_0944,Electricity meter 944,device_0001,kWh,True,True,electricity,,False
sensor_0945,Electricity meter 945,device_0001,kWh,True,True,electricity,,False
sensor_0946,Electricity meter 946,device_0001,kWh,True,True,electricity,,False
sensor_0947,Electricity meter 947,device_0001,kWh,True,True,electricity,,False
sensor_0948,Electricity meter 948,device_0001,kWh,True,True,electricity,,False
sensor_0949,Electricity meter 949,device_0001,kWh,True,True,electricity,,False
sensor_0950,Electricity meter 950,device_0001,kWh,True,True,electricity,,False
sensor_0951,Electricity meter 951,device_0001,kWh,True,True,electricity,,False
sensor_0952,Electricity meter 952,device_0001,kWh,True,True,electricity,,False
sensor_0953,Electricity meter 953,device_0001,kWh,True,True,electricity,,False
sensor_0954,Electricity meter 954,device_0001,kWh,True,True,electricity,,False
sensor_0955,Electricity meter 955,device_0001,kWh,True,True,electricity,,False
sensor_0956,Electricity meter 956,device_0001,kWh,True,False,electricity,,False
sensor_0957,Electricity meter 957,device_0001,kWh,True,False,electricity,,False
sensor_0958,Electricity meter 958,device_0001,kWh,True,False,electricity,,False
sensor_0959,Electricity meter 959,device_0001,kWh,True,False,electricity,,False
sensor_0960,Electricity meter 960,device_0001,kWh,True,True,electricity,,False
sensor_0961,Electricity meter 961,device_0001,kWh,True,True,electricity,,False
sensor_0962,Electricity meter 962,device_0001,kWh,True,True,electricity,,False
sensor_0963,Electricity meter 963,device_0001,kWh,True,True,electricity,,False
sensor_0964,Water meter 964,device_0001,m³,True,True,water,,False
sensor_0965,Water meter 965,device_0001,m³,True,False,water,,False
sensor_0966,Electricity meter 966,device_0001,kWh,True,True,electricity,,False
sensor_0967,Electricity meter 967,device_0001,kWh,True,True,electricity,,False
sensor_0968,Electricity meter 968,device_0001,kWh,True,True,electricity,,False
sensor_0969,Electricity meter 969,device_0001,kWh,True,True,electricity,,False
sensor_0970,Electricity meter 970,device_0001,kWh,True,True,electricity,,False
sensor_0971,Electricity meter 971,device_0001,kWh,True,True,electricity,,False
sensor_0972,Electricity meter 972,device_0001,kWh,True,True,electricity,,False
sensor_0973,Electricity meter 973,device_0001,kWh,True,True,electricity,,False
sensor_0974,Electricity meter 974,device_0001,kWh,True,True,electricity,,False
sensor_0975,Electricity meter 975,device_0001,kWh,True,True,electricity,,False
sensor_0976,Electricity meter 976,device_0001,kWh,True,True,electricity,,False
sensor_0977,Electricity meter 977,device_0001,kWh,True,True,electricity,,False
sensor_0978,Electricity meter 978,device_0001,kWh,True,True,electricity,,False
sensor_0979,Electricity meter 979,device_0001,kWh,True,True,electricity,,False
sensor_0980,Electricity meter 980,device_0001,kWh,True,True,electricity,,False
sensor_0981,Electricity meter 981,device_0001,kWh,True,True,electricity,,False
sensor_0982,Electricity meter 982,device_0001,kWh,True,True,electricity,,False
sensor_0983,Electricity meter 983,device_0001,kWh,True,True,electricity,,False
sensor_0984,Electricity meter 984,device_0001,kWh,True,True,electricity,,False
sensor_0985,Electricity meter 985,device_0001,kWh,True,True,electricity,,False
sensor_0986,Electricity meter 986,device_0001,kWh,True,True,electricity,,False
sensor_0987,Heating meter 987,device_0001,kW,True,False,heating,,False
sensor_0988,Heating meter 988,device_0001,m³,True,True,heating,,False
sensor_0989,Heating meter 989,device_0001,l/h,True,False,heating,,False
sensor_0990,Heating meter 990,device_0001,°C,True,False,heating,,False
sensor_0991,Heating meter 991,device_0001,°C,True,False,heating,,False
sensor_0992,Heating meter 992,device_0001,Kelvin,True,False,heating,,False
sensor_0993,Electricity meter 993,device_0001,kWh,True,True,electricity,,False
sensor_0994,Electricity meter 994,device_0001,kWh,True,True,electricity,,False
sensor_0995,Electricity meter 995,device_0001,kWh,True,False,electricity,,False
sensor_0996,Electricity meter 996,device_0001,kWh,True,True,electricity,,False
sensor_0997,Electricity meter 997,device_0001,kWh,True,True,electricity,,False
sensor_0998,Electricity meter 998,device_0001,kWh,True,True,electricity,,False
sensor_0999,Heating meter 999,device_0001,m³,True,False,heating,,False
sensor_1000,Heating meter 1000,device_0001,m³,True,False,heating,,False
sensor_1001,Water meter 1001,device_0001,m³,True,False,water,,False
sensor_1002,Water meter 1002,device_0001,m³,True,False,water,,False
sensor_1003,Water meter 1003,device_0001,m³,True,False,water,,False
sensor_1004,Water meter 1004,device_0001,m³,True,False,water,,False
sensor_1005,Water meter 1005,device_0001,m³,True,False,water,,False
sensor_1006,Water meter 1006,device_0001,m³,True,False,water,,False
sensor_1007,Water meter 1007,device_0001,m³,True,False,water,,False
sensor_1008,Heating meter 1008,device_0001,kWh,True,True,heating,,False
sensor_1009,Heating meter 1009,device_0001,kW,True,False,heating,,False
sensor_1010,Heating meter 1010,device_0001,kWh,True,True,heating,,False
sensor_1011,Heating meter 1011,device_0001,kWh,True,False,heating,,False
sensor_1012,Heating meter 1012,device_0001,°C,True,False,heating,,False
sensor_1013,Heating meter 1013,device_0001,°C,True,False,heating,,False
sensor_1014,Heating meter 1014,device_0001,°C,True,False,heating,,False
sensor_1015,Electricity meter 1015,device_0001,kWh,True,True,electricity,,False
sensor_1016,Water meter 1016,device_0001,m³,True,False,water,,False
sensor_1017,Electricity meter 1017,device_0001,kWh,True,True,electricity,,False
sensor_1018,Utility meter 1018,device_0001,kWh,True,True,,,False
sensor_1019,Water meter 1019,device_0001,m³,True,True,water,,False
sensor_1020,Water meter 1020,device_0001,kWh,True,False,water,,False
sensor_1021,Water meter 1021,device_0001,m³,True,True,water,,False
sensor_1022,Water meter 1022,device_0001,m³,True,True,water,,False
sensor_1023,Water meter 1023,device_0001,m³,True,False,water,,False
sensor_1024,Water meter 1024,device_0001,m³,True,True,water,,False
sensor_1025,Water meter 1025,device_0001,m³,True,False,water,,False
sensor_1026,Water meter 1026,device_0001,m³,True,False,water,,False
sensor_1027,Water meter 1027,device_0001,m³,True,True,water,,False
sensor_1028,Water meter 1028,device_0001,m³,True,False,water,,False
sensor_1029,Chilled water meter 1029,device_0001,l/h,True,False,cold,,False
sensor_1030,Chilled water meter 1030,device_0001,°C,True,False,cold,,False
sensor_1031,Chilled water meter 1031,device_0001,°C,True,False,cold,,False
sensor_1032,Chilled water meter 1032,device_0001,kW,True,False,cold,,False
sensor_1033,Utility meter 1033,device_0001,kWh,True,False,,,False
sensor_1034,Electricity meter 1034,device_0001,kWh,True,True,electricity,,False
sensor_1035,Electricity meter 1035,device_0001,kWh,True,True,electricity,,False
sensor_1036,Electricity meter 1036,device_0001,kWh,True,True,electricity,,False
sensor_1037,Electricity meter 1037,device_0001,kWh,True,True,electricity,,False
sensor_1038,Electricity meter 1038,device_0001,kWh,True,False,electricity,,False
sensor_1039,Electricity meter 1039,device_0001,kWh,True,False,electricity,,False
sensor_1040,Electricity meter 1040,device_0001,kWh,True,False,electricity,,False
sensor_1041,Heating meter 1041,device_0001,kWh,True,True,heating,,False
sensor_1042,Heating meter 1042,device_0001,°C,True,False,heating,,False
sensor_1043,Electricity meter 1043,device_0001,kWh,True,True,electricity,,False
sensor_1044,Electricity meter 1044,device_0001,kWh,True,True,electricity,,False
sensor_1045,Electricity meter 1045,device_0001,kWh,True,True,electricity,,False
sensor_1046,Electricity meter 1046,device_0001,kWh,True,True,electricity,,False
sensor_1047,Electricity meter 1047,device_0001,kWh,True,True,electricity,,False
sensor_1048,Electricity meter 1048,device_0001,kWh,True,True,electricity,,False
sensor_1049,Chilled water meter 1049,device_0001,m³,True,True,cold,,False
sensor_1050,Chilled water meter 1050,device_0001,°C,True,False,cold,,False
sensor_1051,Chilled water meter 1051,device_0001,°C,True,False,cold,,False
sensor_1052,Chilled water meter 1052,device_0001,Kelvin,True,False,cold,,False
sensor_1053,Chilled water meter 1053,device_0001,kW,True,False,cold,,False
sensor_1054,Chilled water meter 1054,device_0001,l/h,True,False,cold,,False
sensor_1055,Heating meter 1055,device_0001,kW,True,False,heating,,False
sensor_1056,Heating meter 1056,device_0001,m³,True,True,heating,,False
sensor_1057,Heating meter 1057,device_0001,l/h,True,False,heating,,False
sensor_1058,Heating meter 1058,device_0001,°C,True,False,heating,,False
sensor_1059,Heating meter 1059,device_0001,°C,True,False,heating,,False
sensor_1060,Heating meter 1060,device_0001,Kelvin,True,False,heating,,False
sensor_1061,Electricity meter 1061,device_0001,kWh,True,True,electricity,,False
sensor_1062,Electricity meter 1062,device_0001,kWh,True,True,electricity,,False
sensor_1063,Electricity meter 1063,device_0001,kWh,True,True,electricity,,False
sensor_1064,Water meter 1064,device_0001,m³,True,True,water,,False
sensor_1065,Water meter 1065,device_0001,m³,True,True,water,,False
sensor_1066,Heating meter 1066,device_0001,kWh,True,True,heating,,False
sensor_1067,Electricity meter 1067,device_0001,kWh,True,False,electricity,,False
sensor_1068,Electricity meter 1068,device_0001,kWh,True,True,electricity,,False
sensor_1069,Utility meter 1069,device_0001,kWh,True,False,,,False
sensor_1070,Utility meter 1070,device_0001,kWh,True,False,,,False
sensor_1071,Utility meter 1071,device_0001,kWh,True,False,,,False
sensor_1072,Utility meter 1072,device_0001,kWh,True,False,,,False
sensor_1073,Utility meter 1073,device_0001,kWh,True,False,,,False
sensor_1074,Electricity meter 1074,device_0001,kWh,True,True,electricity,,False
sensor_1075,Utility meter 1075,device_0001,kWh,True,False,,,False
sensor_1076,Utility meter 1076,device_0001,kWh,True,False,,,False
sensor_1077,Utility meter 1077,device_0001,kWh,True,False,,,False
sensor_1078,Utility meter 1078,device_0001,kWh,True,False,,,False
sensor_1079,Utility meter 1079,device_0001,kWh,True,False,,,False
sensor_1080,Utility meter 1080,device_0001,kWh,True,False,,,False
sensor_1081,Utility meter 1081,device_0001,kWh,True,False,,,False
sensor_1082,Utility meter 1082,device_0001,kWh,True,False,,,False
sensor_1083,Water meter 1083,device_0001,m³,True,True,water,,False
sensor_1084,Water meter 1084,device_0001,m³,True,True,water,,False
sensor_1085,Water meter 1085,device_0001,m³,True,True,water,,False
sensor_1086,Heating meter 1086,device_0001,kWh,True,True,heating,,False
sensor_1087,Heating meter 1087,device_0001,kWh,True,False,heating,,False
sensor_1088,Electricity meter 1088,device_0001,kWh,True,True,electricity,,False
sensor_1089,Electricity meter 1089,device_0001,kWh,True,True,electricity,,False
sensor_1090,Water meter 1090,device_0001,m³,True,False,water,,False
sensor_1091,Electricity meter 1091,device_0001,kWh,True,False,electricity,,False
sensor_1092,Water meter 1092,device_0001,m³,True,True,water,,False
sensor_1093,Electricity meter 1093,device_0001,kWh,True,False,electricity,,False
sensor_1094,Electricity meter 1094,device_0001,kWh,True,False,electricity,,False
sensor_1095,Electricity meter 1095,device_0001,kWh,True,False,electricity,,False
sensor_1096,Electricity meter 1096,device_0001,kWh,True,False,electricity,,False
sensor_1097,Electricity meter 1097,device_0001,kWh,True,False,electricity,,False
sensor_1098,Electricity meter 1098,device_0001,kWh,True,False,electricity,,False
sensor_1099,Electricity meter 1099,device_0001,kWh,True,False,electricity,,False
sensor_1100,Electricity meter 1100,device_0001,kWh,True,False,electricity,,False
