sensor_id,source,external_id,external_key,label
sensor_1106,source_system_a,ext_0824,key_0544,Electricity meter 1106
sensor_1107,source_system_a,ext_0825,key_1646,Electricity meter 1107
sensor_1108,source_system_a,ext_0826,key_0846,Electricity meter 1108
sensor_1109,source_system_a,ext_0827,key_0953,Electricity meter 1109
sensor_1110,source_system_a,ext_0829,key_1764,Electricity meter 1110
sensor_1111,source_system_a,ext_0830,key_2721,Electricity meter 1111
sensor_1112,source_system_a,ext_0831,key_0830,Electricity meter 1112
sensor_1113,source_system_a,ext_0832,key_3597,Electricity meter 1113
sensor_1114,source_system_a,ext_0833,key_3751,Electricity meter 1114
sensor_1115,source_system_a,ext_0834,key_0097,Electricity meter 1115
sensor_1116,source_system_a,ext_0835,key_0551,Electricity meter 1116
sensor_1117,source_system_a,ext_0836,key_0588,Electricity meter 1117
sensor_1118,source_system_a,ext_0837,key_0218,Electricity meter 1118
sensor_1119,source_system_a,ext_0838,key_0219,Electricity meter 1119
sensor_1120,source_system_a,ext_0841,key_3495,Electricity meter 1120
sensor_1121,source_system_a,ext_0845,key_0550,Electricity meter 1121
sensor_1122,source_system_a,ext_0851,key_3596,Electricity meter 1122
sensor_1123,source_system_a,ext_0855,key_3598,Electricity meter 1123
sensor_1124,source_system_a,ext_0864,key_2941,Water meter 1124
sensor_1125,source_system_a,ext_0867,key_2944,Utility meter 1125
sensor_1126,source_system_a,ext_0868,key_2945,Utility meter 1126
sensor_1127,source_system_a,ext_0869,key_2946,Utility meter 1127
sensor_1128,source_system_a,ext_0870,key_2947,Utility meter 1128
sensor_1129,source_system_a,ext_0873,key_2949,Gas meter 1129
sensor_1130,source_system_a,ext_0875,key_2951,Gas meter 1130
sensor_1131,source_system_a,ext_0876,key_2952,Gas meter 1131
sensor_1132,source_system_a,ext_0879,key_1703,Electricity meter 1132
sensor_1133,source_system_a,ext_0880,key_0296,Heating meter 1133
sensor_1134,source_system_a,ext_0881,key_0294,Heating meter 1134
sensor_1135,source_system_a,ext_0882,key_1322,Water meter 1135
sensor_1136,source_system_a,ext_0884,key_0295,Heating meter 1136
sensor_1137,source_system_a,ext_0885,key_3315,Electricity meter 1137
sensor_1138,source_system_a,ext_0886,key_4298,Electricity meter 1138
sensor_1139,source_system_a,ext_0887,key_4417,Electricity meter 1139
sensor_1142,source_system_a,ext_0895,key_2958,Heating meter 1142
sensor_1143,source_system_a,ext_0913,key_2959,Water meter 1143
sensor_1144,source_system_a,ext_0916,key_3745,Electricity meter 1144
sensor_1145,source_system_a,ext_0917,key_3746,Electricity meter 1145
sensor_1146,source_system_a,ext_0922,key_2962,Electricity meter 1146
sensor_1147,source_system_a,ext_0923,key_2963,Electricity meter 1147
sensor_1148,source_system_a,ext_0966,key_2995,Water meter 1148
sensor_1150,source_system_a,ext_0974,key_2335,Water meter 1150
sensor_1151,source_system_a,ext_0978,key_2336,Water meter 1151
sensor_1152,source_system_a,ext_0981,key_2338,Water meter 1152
sensor_1153,source_system_a,ext_0982,key_0399,Electricity meter 1153
sensor_1154,source_system_a,ext_0983,key_0400,Electricity meter 1154
sensor_1155,source_system_a,ext_0984,key_0502,Electricity meter 1155
sensor_1156,source_system_a,ext_0985,key_0389,Electricity meter 1156
sensor_1157,source_system_a,ext_0986,key_0390,Electricity meter 1157
sensor_1158,source_system_a,ext_0989,key_0423,Electricity meter 1158
sensor_1159,source_system_a,ext_0991,key_0454,Electricity meter 1159
sensor_1160,source_system_a,ext_0992,key_0395,Electricity meter 1160
sensor_1161,source_system_a,ext_0994,key_0393,Electricity meter 1161
sensor_1162,source_system_a,ext_0996,key_0397,Electricity meter 1162
sensor_1163,source_system_a,ext_0998,key_0420,Electricity meter 1163
sensor_1164,source_system_a,ext_0999,key_0414,Electricity meter 1164
sensor_1165,source_system_a,ext_1000,key_0431,Electricity meter 1165
sensor_1166,source_system_a,ext_1002,key_0421,Electricity meter 1166
sensor_1167,source_system_a,ext_1003,key_0433,Electricity meter 1167
sensor_1168,source_system_a,ext_1004,key_0413,Electricity meter 1168
sensor_1169,source_system_a,ext_1005,key_0427,Electricity meter 1169
sensor_1170,source_system_a,ext_1007,key_0422,Electricity meter 1170
sensor_1171,source_system_a,ext_1010,key_0424,Electricity meter 1171
sensor_1172,source_system_a,ext_1013,key_0428,Electricity meter 1172
sensor_1173,source_system_a,ext_1014,key_0434,Electricity meter 1173
sensor_1174,source_system_a,ext_1016,key_0416,Electricity meter 1174
sensor_1175,source_system_a,ext_1018,key_0435,Electricity meter 1175
sensor_1176,source_system_a,ext_1019,key_0411,Electricity meter 1176
sensor_1177,source_system_a,ext_1022,key_0412,Electricity meter 1177
sensor_1178,source_system_a,ext_1029,key_0534,Electricity meter 1178
sensor_1179,source_system_a,ext_1032,key_0460,Electricity meter 1179
sensor_1180,source_system_a,ext_1033,key_0487,Electricity meter 1180
sensor_1181,source_system_a,ext_1035,key_0501,Electricity meter 1181
sensor_1182,source_system_a,ext_1037,key_0490,Electricity meter 1182
sensor_1183,source_system_a,ext_1039,key_0471,Electricity meter 1183
sensor_1184,source_system_a,ext_1040,key_0507,Electricity meter 1184
sensor_1185,source_system_a,ext_1041,key_0474,Electricity meter 1185
sensor_1186,source_system_a,ext_1042,key_0514,Electricity meter 1186
sensor_1187,source_system_a,ext_1043,key_0472,Electricity meter 1187
sensor_1188,source_system_a,ext_1044,key_0515,Electricity meter 1188
sensor_1189,source_system_a,ext_1046,key_0530,Electricity meter 1189
sensor_1190,source_system_a,ext_1047,key_0440,Electricity meter 1190
sensor_1191,source_system_a,ext_1048,key_0457,Electricity meter 1191
sensor_1192,source_system_a,ext_1049,key_0517,Electricity meter 1192
sensor_1193,source_system_a,ext_1050,key_0456,Electricity meter 1193
sensor_1194,source_system_a,ext_1051,key_0519,Electricity meter 1194
sensor_1195,source_system_a,ext_1052,key_0441,Electricity meter 1195
sensor_1196,source_system_a,ext_1053,key_0504,Electricity meter 1196
sensor_1197,source_system_a,ext_1054,key_0484,Electricity meter 1197
sensor_1198,source_system_a,ext_1055,key_0526,Electricity meter 1198
sensor_1199,source_system_a,ext_1057,key_0473,Electricity meter 1199
sensor_1200,source_system_a,ext_1058,key_0458,Electricity meter 1200
sensor_1201,source_system_a,ext_1059,key_0467,Electricity meter 1201
sensor_1202,source_system_a,ext_1060,key_0439,Electricity meter 1202
sensor_1203,source_system_a,ext_1061,key_0518,Electricity meter 1203
sensor_1204,source_system_a,ext_1062,key_0469,Electricity meter 1204
sensor_1205,source_system_a,ext_1063,key_0516,Electricity meter 1205
sensor_1206,source_system_a,ext_1064,key_0520,Electricity meter 1206
sensor_1207,source_system_a,ext_1065,key_0468,Electricity meter 1207
sensor_1208,source_system_a,ext_1066,key_0459,Electricity meter 1208
sensor_1209,source_system_a,ext_1068,key_0446,Electricity meter 1209
sensor_1210,source_system_a,ext_1069,key_0449,Electricity meter 1210
sensor_1211,source_system_a,ext_1070,key_0532,Electricity meter 1211
sensor_1212,source_system_a,ext_1071,key_0479,Electricity meter 1212
sensor_1213,source_system_a,ext_1072,key_0508,Electricity meter 1213
sensor_1214,source_system_a,ext_1073,key_0448,Electricity meter 1214
sensor_1215,source_system_a,ext_1074,key_0443,Electricity meter 1215
sensor_1216,source_system_a,ext_1075,key_0447,Electricity meter 1216
sensor_1217,source_system_a,ext_1076,key_0521,Electricity meter 1217
sensor_1218,source_system_a,ext_1078,key_0442,Electricity meter 1218
sensor_1219,source_system_a,ext_1079,key_0491,Electricity meter 1219
sensor_1220,source_system_a,ext_1080,key_0492,Electricity meter 1220
sensor_1221,source_system_a,ext_1081,key_0523,Electricity meter 1221
sensor_1222,source_system_a,ext_1082,key_0475,Electricity meter 1222
sensor_1223,source_system_a,ext_1083,key_0493,Electricity meter 1223
sensor_1224,source_system_a,ext_1084,key_0476,Electricity meter 1224
sensor_1225,source_system_a,ext_1085,key_0499,Electricity meter 1225
sensor_1226,source_system_a,ext_1086,key_0509,Electricity meter 1226
sensor_1227,source_system_a,ext_1087,key_0529,Electricity meter 1227
sensor_1228,source_system_a,ext_1089,key_0470,Electricity meter 1228
sensor_1229,source_system_a,ext_1090,key_0531,Electricity meter 1229
sensor_1230,source_system_a,ext_1091,key_0506,Electricity meter 1230
sensor_1231,source_system_a,ext_1092,key_0525,Electricity meter 1231
sensor_1232,source_system_a,ext_1093,key_0524,Electricity meter 1232
sensor_1233,source_system_a,ext_1094,key_0527,Electricity meter 1233
sensor_1234,source_system_a,ext_1095,key_0461,Electricity meter 1234
sensor_1235,source_system_a,ext_1097,key_0483,Electricity meter 1235
sensor_1236,source_system_a,ext_1098,key_0436,Electricity meter 1236
sensor_1237,source_system_a,ext_1101,key_0453,Electricity meter 1237
sensor_1238,source_system_a,ext_1102,key_0481,Electricity meter 1238
sensor_1239,source_system_a,ext_1103,key_0533,Electricity meter 1239
sensor_1240,source_system_a,ext_1106,key_0535,Electricity meter 1240
sensor_1241,source_system_a,ext_1107,key_0489,Electricity meter 1241
sensor_1242,source_system_a,ext_1108,key_0463,Electricity meter 1242
sensor_1243,source_system_a,ext_1109,key_0464,Electricity meter 1243
sensor_1244,source_system_a,ext_1111,key_0480,Electricity meter 1244
sensor_1245,source_system_a,ext_1112,key_0511,Electricity meter 1245
sensor_1246,source_system_a,ext_1113,key_0438,Electricity meter 1246
sensor_1247,source_system_a,ext_1115,key_0510,Electricity meter 1247
sensor_1248,source_system_a,ext_1116,key_0497,Electricity meter 1248
sensor_1249,source_system_a,ext_1117,key_0485,Electricity meter 1249
sensor_1250,source_system_a,ext_1118,key_0498,Electricity meter 1250
sensor_1251,source_system_a,ext_1119,key_0437,Electricity meter 1251
sensor_1252,source_system_a,ext_1120,key_0513,Electricity meter 1252
sensor_1253,source_system_a,ext_1122,key_0477,Electricity meter 1253
sensor_1254,source_system_a,ext_1123,key_0512,Electricity meter 1254
sensor_1255,source_system_a,ext_1124,key_0522,Electricity meter 1255
sensor_1256,source_system_a,ext_1125,key_0496,Electricity meter 1256
sensor_1257,source_system_a,ext_1126,key_0482,Electricity meter 1257
sensor_1258,source_system_a,ext_1127,key_0503,Electricity meter 1258
sensor_1259,source_system_a,ext_1128,key_0505,Electricity meter 1259
sensor_1260,source_system_a,ext_1129,key_1536,Chilled water meter 1260
sensor_1261,source_system_a,ext_1130,key_1537,Chilled water meter 1261
sensor_1262,source_system_a,ext_1131,key_1538,Chilled water meter 1262
sensor_1263,source_system_a,ext_1133,key_1539,Chilled water meter 1263
sensor_1264,source_system_a,ext_1134,key_1540,Chilled water meter 1264
sensor_1265,source_system_a,ext_1135,key_1541,Chilled water meter 1265
sensor_1266,source_system_a,ext_1136,key_1528,Heating meter 1266
sensor_1267,source_system_a,ext_1137,key_1529,Heating meter 1267
sensor_1268,source_system_a,ext_1138,key_1530,Heating meter 1268
sensor_1269,source_system_a,ext_1139,key_1531,Heating meter 1269
sensor_1270,source_system_a,ext_1140,key_1532,Heating meter 1270
sensor_1271,source_system_a,ext_1141,key_1533,Heating meter 1271
sensor_1272,source_system_a,ext_1142,key_1534,Heating meter 1272
sensor_1273,source_system_a,ext_1145,key_1544,Water meter 1273
sensor_1274,source_system_a,ext_1147,key_1545,Water meter 1274
sensor_1275,source_system_a,ext_1148,key_0984,Electricity meter 1275
sensor_1276,source_system_a,ext_1149,key_0976,Electricity meter 1276
sensor_1277,source_system_a,ext_1150,key_1032,Electricity meter 1277
sensor_1279,source_system_a,ext_1154,key_3558,Electricity meter 1279
sensor_1280,source_system_a,ext_1156,key_2629,Heating meter 1280
sensor_1281,source_system_a,ext_1175,key_3576,Electricity meter 1281
sensor_1282,source_system_a,ext_1176,key_0560,Electricity meter 1282
sensor_1283,source_system_a,ext_1177,key_0561,Utility meter 1283
sensor_1284,source_system_a,ext_1179,key_1627,Heating meter 1284
sensor_1285,source_system_a,ext_1181,key_1628,Heating meter 1285
sensor_1286,source_system_a,ext_1182,key_1629,Heating meter 1286
sensor_1287,source_system_a,ext_1183,key_1630,Heating meter 1287
sensor_1288,source_system_a,ext_1184,key_1631,Heating meter 1288
sensor_1289,source_system_a,ext_1185,key_1632,Heating meter 1289
sensor_1290,source_system_a,ext_1186,key_1618,Chilled water meter 1290
sensor_1291,source_system_a,ext_1187,key_1619,Chilled water meter 1291
sensor_1292,source_system_a,ext_1188,key_1620,Chilled water meter 1292
sensor_1293,source_system_a,ext_1189,key_1621,Chilled water meter 1293
sensor_1294,source_system_a,ext_1190,key_1622,Chilled water meter 1294
sensor_1295,source_system_a,ext_1192,key_1623,Chilled water meter 1295
sensor_1296,source_system_a,ext_1193,key_1624,Chilled water meter 1296
sensor_1297,source_system_a,ext_1194,key_1706,Chilled water meter 1297
sensor_1298,source_system_a,ext_1195,key_1734,Chilled water meter 1298
sensor_1299,source_system_a,ext_1196,key_1735,Chilled water meter 1299
sensor_1300,source_system_a,ext_1197,key_1736,Chilled water meter 1300
sensor_1301,source_system_a,ext_1198,key_1737,Chilled water meter 1301
sensor_1302,source_system_a,ext_1199,key_1738,Chilled water meter 1302
sensor_1303,source_system_a,ext_1200,key_1739,Chilled water meter 1303
sensor_1304,source_system_a,ext_1202,key_1740,Chilled water meter 1304
sensor_1305,source_system_a,ext_1203,key_1691,Chilled water meter 1305
sensor_1306,source_system_a,ext_1205,key_1693,Chilled water meter 1306
sensor_1307,source_system_a,ext_1207,key_1695,Chilled water meter 1307
sensor_1308,source_system_a,ext_1208,key_1696,Chilled water meter 1308
sensor_1309,source_system_a,ext_1209,key_1697,Chilled water meter 1309
sensor_1310,source_system_a,ext_1210,key_1704,Chilled water meter 1310
sensor_1311,source_system_a,ext_1211,key_1636,Water meter 1311
sensor_1312,source_system_a,ext_1213,key_1637,Water meter 1312
sensor_1313,source_system_a,ext_1214,key_1638,Water meter 1313
sensor_1314,source_system_a,ext_1215,key_1639,Water meter 1314
sensor_1315,source_system_a,ext_1216,key_1640,Water meter 1315
sensor_1316,source_system_a,ext_1217,key_1709,Heating meter 1316
sensor_1317,source_system_a,ext_1219,key_1711,Heating meter 1317
sensor_1318,source_system_a,ext_1221,key_1713,Heating meter 1318
sensor_1319,source_system_a,ext_1222,key_1714,Heating meter 1319
sensor_1320,source_system_a,ext_1224,key_1715,Heating meter 1320
sensor_1321,source_system_a,ext_1225,key_1683,Water meter 1321
sensor_1322,source_system_a,ext_1226,key_1682,Water meter 1322
sensor_1323,source_system_a,ext_1227,key_1679,Water meter 1323
sensor_1324,source_system_a,ext_1228,key_1717,Heating meter 1324
sensor_1325,source_system_a,ext_1230,key_1719,Heating meter 1325
sensor_1326,source_system_a,ext_1232,key_1721,Heating meter 1326
sensor_1327,source_system_a,ext_1233,key_1722,Heating meter 1327
sensor_1328,source_system_a,ext_1234,key_1723,Heating meter 1328
sensor_1329,source_system_a,ext_1235,key_1744,Heating meter 1329
sensor_1330,source_system_a,ext_1236,key_1745,Heating meter 1330
sensor_1331,source_system_a,ext_1237,key_1746,Heating meter 1331
sensor_1332,source_system_a,ext_1238,key_1747,Heating meter 1332
sensor_1333,source_system_a,ext_1239,key_1748,Heating meter 1333
sensor_1334,source_system_a,ext_1240,key_1749,Heating meter 1334
sensor_1335,source_system_a,ext_1241,key_1750,Heating meter 1335
sensor_1336,source_system_a,ext_1242,key_1751,Heating meter 1336
sensor_1337,source_system_a,ext_1246,key_1753,Heating meter 1337
sensor_1338,source_system_a,ext_1248,key_1755,Heating meter 1338
sensor_1339,source_system_a,ext_1249,key_1756,Heating meter 1339
sensor_1340,source_system_a,ext_1250,key_1757,Heating meter 1340
sensor_1341,source_system_a,ext_1251,key_1684,Water meter 1341
sensor_1342,source_system_a,ext_1252,key_1724,Chilled water meter 1342
sensor_1343,source_system_a,ext_1253,key_1725,Chilled water meter 1343
sensor_1344,source_system_a,ext_1254,key_1726,Chilled water meter 1344
sensor_1345,source_system_a,ext_1255,key_1727,Chilled water meter 1345
sensor_1346,source_system_a,ext_1257,key_1728,Chilled water meter 1346
sensor_1347,source_system_a,ext_1258,key_1729,Chilled water meter 1347
sensor_1348,source_system_a,ext_1259,key_1730,Chilled water meter 1348
sensor_1349,source_system_a,ext_1260,key_1681,Water meter 1349
sensor_1350,source_system_a,ext_1261,key_1705,Chilled water meter 1350
sensor_1351,source_system_a,ext_1262,key_0593,Electricity meter 1351
sensor_1352,source_system_a,ext_1263,key_0594,Electricity meter 1352
sensor_1353,source_system_a,ext_1264,key_0828,Electricity meter 1353
sensor_1354,source_system_a,ext_1265,key_0834,Electricity meter 1354
sensor_1355,source_system_a,ext_1266,key_0835,Electricity meter 1355
sensor_1356,source_system_a,ext_1267,key_1229,Electricity meter 1356
sensor_1357,source_system_a,ext_1268,key_0818,Electricity meter 1357
sensor_1358,source_system_a,ext_1269,key_0820,Electricity meter 1358
sensor_1359,source_system_a,ext_1270,key_0819,Electricity meter 1359
sensor_1360,source_system_a,ext_1271,key_0826,Electricity meter 1360
sensor_1361,source_system_a,ext_1272,key_0827,Electricity meter 1361
sensor_1362,source_system_a,ext_1273,key_1259,Electricity meter 1362
sensor_1363,source_system_a,ext_1279,key_1328,Electricity meter 1363
sensor_1364,source_system_a,ext_1284,key_1442,Electricity meter 1364
sensor_1365,source_system_a,ext_1285,key_1487,Electricity meter 1365
sensor_1366,source_system_a,ext_1286,key_1488,Electricity meter 1366
sensor_1367,source_system_a,ext_1287,key_1489,Electricity meter 1367
sensor_1368,source_system_a,ext_1289,key_1493,Electricity meter 1368
sensor_1369,source_system_a,ext_1290,key_0836,Electricity meter 1369
sensor_1370,source_system_a,ext_1291,key_0837,Electricity meter 1370
sensor_1371,source_system_a,ext_1292,key_0838,Electricity meter 1371
sensor_1372,source_system_a,ext_1293,key_0839,Electricity meter 1372
sensor_1373,source_system_a,ext_1294,key_0840,Electricity meter 1373
sensor_1374,source_system_a,ext_1295,key_0841,Electricity meter 1374
sensor_1375,source_system_a,ext_1296,key_0842,Electricity meter 1375
sensor_1376,source_system_a,ext_1297,key_0843,Electricity meter 1376
sensor_1377,source_system_a,ext_1298,key_0844,Electricity meter 1377
sensor_1378,source_system_a,ext_1300,key_0849,Electricity meter 1378
sensor_1379,source_system_a,ext_1301,key_0854,Electricity meter 1379
sensor_1380,source_system_a,ext_1302,key_0929,Electricity meter 1380
sensor_1381,source_system_a,ext_1303,key_0930,Electricity meter 1381
sensor_1382,source_system_a,ext_1304,key_0931,Electricity meter 1382
sensor_1383,source_system_a,ext_1305,key_0932,Electricity meter 1383
sensor_1384,source_system_a,ext_1306,key_0951,Electricity meter 1384
sensor_1385,source_system_a,ext_1307,key_0957,Electricity meter 1385
sensor_1386,source_system_a,ext_1308,key_0958,Electricity meter 1386
sensor_1387,source_system_a,ext_1309,key_0959,Electricity meter 1387
sensor_1388,source_system_a,ext_1311,key_0960,Electricity meter 1388
sensor_1389,source_system_a,ext_1312,key_0961,Electricity meter 1389
sensor_1390,source_system_a,ext_1313,key_0962,Electricity meter 1390
sensor_1391,source_system_a,ext_1314,key_0963,Electricity meter 1391
sensor_1392,source_system_a,ext_1315,key_0966,Electricity meter 1392
sensor_1393,source_system_a,ext_1316,key_0967,Electricity meter 1393
sensor_1394,source_system_a,ext_1317,key_0968,Electricity meter 1394
sensor_1395,source_system_a,ext_1318,key_0969,Electricity meter 1395
sensor_1396,source_system_a,ext_1319,key_0972,Electricity meter 1396
sensor_1397,source_system_a,ext_1320,key_0973,Electricity meter 1397
sensor_1398,source_system_a,ext_1322,key_1228,Electricity meter 1398
sensor_1399,source_system_a,ext_1323,key_1700,Electricity meter 1399
sensor_1400,source_system_a,ext_1324,key_1716,Electricity meter 1400
sensor_1401,source_system_a,ext_1325,key_1701,Electricity meter 1401
sensor_1402,source_system_a,ext_1326,key_1686,Electricity meter 1402
sensor_1403,source_system_a,ext_1327,key_1771,Electricity meter 1403
sensor_1404,source_system_a,ext_1328,key_1733,Electricity meter 1404
sensor_1405,source_system_a,ext_1329,key_1699,Electricity meter 1405
sensor_1406,source_system_a,ext_1330,key_1772,Electricity meter 1406
sensor_1407,source_system_a,ext_1331,key_1731,Electricity meter 1407
sensor_1408,source_system_a,ext_1333,key_1698,Electricity meter 1408
sensor_1409,source_system_a,ext_1334,key_1742,Electricity meter 1409
sensor_1410,source_system_a,ext_1335,key_1741,Electricity meter 1410
sensor_1411,source_system_a,ext_1336,key_1770,Electricity meter 1411
sensor_1412,source_system_a,ext_1337,key_1690,Electricity meter 1412
sensor_1413,source_system_a,ext_1338,key_1689,Electricity meter 1413
sensor_1414,source_system_a,ext_1339,key_1775,Electricity meter 1414
sensor_1415,source_system_a,ext_1340,key_1774,Electricity meter 1415
sensor_1416,source_system_a,ext_1341,key_1743,Electricity meter 1416
sensor_1417,source_system_a,ext_1342,key_1732,Electricity meter 1417
sensor_1418,source_system_a,ext_1344,key_1680,Water meter 1418
sensor_1419,source_system_a,ext_1345,key_0821,Electricity meter 1419
sensor_1420,source_system_a,ext_1346,key_0822,Electricity meter 1420
sensor_1421,source_system_a,ext_1347,key_0824,Electricity meter 1421
sensor_1422,source_system_a,ext_1348,key_0825,Electricity meter 1422
sensor_1423,source_system_a,ext_1349,key_0604,Electricity meter 1423
sensor_1424,source_system_a,ext_1350,key_1688,Electricity meter 1424
sensor_1425,source_system_a,ext_1351,key_1687,Electricity meter 1425
sensor_1426,source_system_a,ext_1354,key_0603,Electricity meter 1426
sensor_1427,source_system_a,ext_1355,key_1702,Electricity meter 1427
sensor_1428,source_system_a,ext_1356,key_0605,Electricity meter 1428
sensor_1429,source_system_a,ext_1357,key_0606,Electricity meter 1429
sensor_1430,source_system_a,ext_1358,key_0608,Electricity meter 1430
sensor_1431,source_system_a,ext_1359,key_0609,Electricity meter 1431
sensor_1432,source_system_a,ext_1360,key_0610,Electricity meter 1432
sensor_1433,source_system_a,ext_1361,key_0611,Electricity meter 1433
sensor_1434,source_system_a,ext_1362,key_0612,Electricity meter 1434
sensor_1435,source_system_a,ext_1363,key_0613,Electricity meter 1435
sensor_1436,source_system_a,ext_1365,key_1773,Electricity meter 1436
sensor_1437,source_system_a,ext_1366,key_0651,Electricity meter 1437
sensor_1438,source_system_a,ext_1367,key_0652,Electricity meter 1438
sensor_1439,source_system_a,ext_1368,key_0653,Electricity meter 1439
sensor_1440,source_system_a,ext_1369,key_0654,Electricity meter 1440
sensor_1441,source_system_a,ext_1370,key_0655,Electricity meter 1441
sensor_1442,source_system_a,ext_1371,key_0656,Electricity meter 1442
sensor_1443,source_system_a,ext_1372,key_0657,Electricity meter 1443
sensor_1444,source_system_a,ext_1373,key_0658,Electricity meter 1444
sensor_1445,source_system_a,ext_1374,key_0614,Electricity meter 1445
sensor_1446,source_system_a,ext_1376,key_0615,Electricity meter 1446
sensor_1447,source_system_a,ext_1377,key_0616,Electricity meter 1447
sensor_1448,source_system_a,ext_1378,key_0617,Electricity meter 1448
sensor_1449,source_system_a,ext_1379,key_0619,Electricity meter 1449
sensor_1450,source_system_a,ext_1380,key_0620,Electricity meter 1450
sensor_1451,source_system_a,ext_1381,key_0659,Electricity meter 1451
sensor_1452,source_system_a,ext_1382,key_0660,Electricity meter 1452
sensor_1453,source_system_a,ext_1383,key_0661,Electricity meter 1453
sensor_1454,source_system_a,ext_1384,key_0662,Electricity meter 1454
sensor_1455,source_system_a,ext_1385,key_0663,Electricity meter 1455
sensor_1456,source_system_a,ext_1387,key_0664,Electricity meter 1456
sensor_1457,source_system_a,ext_1388,key_0665,Electricity meter 1457
sensor_1458,source_system_a,ext_1389,key_0666,Electricity meter 1458
sensor_1459,source_system_a,ext_1390,key_0621,Electricity meter 1459
sensor_1460,source_system_a,ext_1391,key_0622,Electricity meter 1460
sensor_1461,source_system_a,ext_1392,key_0623,Electricity meter 1461
sensor_1462,source_system_a,ext_1393,key_0624,Electricity meter 1462
sensor_1463,source_system_a,ext_1394,key_0625,Electricity meter 1463
sensor_1464,source_system_a,ext_1395,key_0626,Electricity meter 1464
sensor_1465,source_system_a,ext_1396,key_0627,Electricity meter 1465
sensor_1466,source_system_a,ext_1398,key_0628,Electricity meter 1466
sensor_1467,source_system_a,ext_1399,key_0630,Electricity meter 1467
sensor_1468,source_system_a,ext_1400,key_0631,Electricity meter 1468
sensor_1469,source_system_a,ext_1401,key_0632,Electricity meter 1469
sensor_1470,source_system_a,ext_1402,key_0633,Electricity meter 1470
sensor_1471,source_system_a,ext_1403,key_0634,Electricity meter 1471
sensor_1472,source_system_a,ext_1404,key_0640,Electricity meter 1472
sensor_1473,source_system_a,ext_1405,key_0641,Electricity meter 1473
sensor_1474,source_system_a,ext_1406,key_0642,Electricity meter 1474
sensor_1475,source_system_a,ext_1407,key_0643,Electricity meter 1475
sensor_1476,source_system_a,ext_1409,key_0644,Electricity meter 1476
sensor_1477,source_system_a,ext_1410,key_0645,Electricity meter 1477
sensor_1478,source_system_a,ext_1411,key_0646,Electricity meter 1478
sensor_1479,source_system_a,ext_1412,key_0647,Electricity meter 1479
sensor_1480,source_system_a,ext_1413,key_0648,Electricity meter 1480
sensor_1481,source_system_a,ext_1414,key_0649,Electricity meter 1481
sensor_1482,source_system_a,ext_1415,key_0650,Electricity meter 1482
sensor_1483,source_system_a,ext_1416,key_0667,Electricity meter 1483
sensor_1484,source_system_a,ext_1417,key_0725,Electricity meter 1484
sensor_1485,source_system_a,ext_1418,key_0803,Electricity meter 1485
sensor_1486,source_system_a,ext_1420,key_0804,Electricity meter 1486
sensor_1487,source_system_a,ext_1422,key_0807,Electricity meter 1487
sensor_1488,source_system_a,ext_1423,key_0808,Electricity meter 1488
sensor_1489,source_system_a,ext_1424,key_0809,Electricity meter 1489
sensor_1490,source_system_a,ext_1425,key_0810,Electricity meter 1490
sensor_1491,source_system_a,ext_1426,key_0811,Electricity meter 1491
sensor_1492,source_system_a,ext_1427,key_0812,Electricity meter 1492
sensor_1493,source_system_a,ext_1428,key_0813,Electricity meter 1493
sensor_1494,source_system_a,ext_1429,key_0814,Electricity meter 1494
sensor_1495,source_system_a,ext_1430,key_0815,Electricity meter 1495
sensor_1496,source_system_a,ext_1431,key_0816,Electricity meter 1496
sensor_1497,source_system_a,ext_1432,key_0817,Electricity meter 1497
sensor_1498,source_system_a,ext_1433,key_0823,Electricity meter 1498
sensor_1499,source_system_a,ext_1434,key_2789,Electricity meter 1499
sensor_1500,source_system_a,ext_1435,key_2784,Electricity meter 1500
sensor_1501,source_system_a,ext_1436,key_2783,Electricity meter 1501
sensor_1502,source_system_a,ext_1437,key_2781,Electricity meter 1502
sensor_1503,source_system_a,ext_1438,key_2785,Electricity meter 1503
sensor_1504,source_system_a,ext_1440,key_2775,Electricity meter 1504
sensor_1505,source_system_a,ext_1441,key_2779,Electricity meter 1505
sensor_1506,source_system_a,ext_1442,key_2787,Electricity meter 1506
sensor_1507,source_system_a,ext_1443,key_2780,Electricity meter 1507
sensor_1508,source_system_a,ext_1444,key_2778,Electricity meter 1508
sensor_1509,source_system_a,ext_1445,key_2786,Electricity meter 1509
sensor_1510,source_system_a,ext_1446,key_2776,Electricity meter 1510
sensor_1511,source_system_a,ext_1447,key_2774,Electricity meter 1511
sensor_1512,source_system_a,ext_1448,key_2782,Electricity meter 1512
sensor_1513,source_system_a,ext_1449,key_2831,Electricity meter 1513
sensor_1514,source_system_a,ext_1450,key_2750,Water meter 1514
sensor_1515,source_system_a,ext_1452,key_2790,Water meter 1515
sensor_1516,source_system_a,ext_1453,key_2814,Electricity meter 1516
sensor_1517,source_system_a,ext_1455,key_2755,Water meter 1517
sensor_1518,source_system_a,ext_1456,key_2741,Water meter 1518
sensor_1519,source_system_a,ext_1457,key_2740,Water meter 1519
sensor_1520,source_system_a,ext_1461,key_2727,Heating meter 1520
sensor_1521,source_system_a,ext_1462,key_2728,Heating meter 1521
sensor_1522,source_system_a,ext_1463,key_2729,Heating meter 1522
